Protein,Peptide Count,Protein Length,Normalized Peptide Count
sp|P07259|PYR1_YEAST,6,2214,0.0027100271002710027
sp|P07269|PHO2_YEAST,1,559,0.0017889087656529517
sp|P08964|MYO1_YEAST,2,1928,0.001037344398340249
sp|P04046|PUR1_YEAST,1,510,0.00196078431372549
sp|P07245|C1TC_YEAST,6,946,0.006342494714587738
sp|P09457|ATPO_YEAST,1,212,0.0047169811320754715
sp|P06780|RHO1_YEAST,2,209,0.009569377990430622
sp|P00830|ATPB_YEAST,2,511,0.003913894324853229
sp|P06633|HIS7_YEAST,3,220,0.013636363636363636
sp|P09436|SYIC_YEAST,4,1072,0.0037313432835820895
sp|P06773|DCTD_YEAST,1,312,0.003205128205128205
sp|P05374|CHO2_YEAST,1,869,0.0011507479861910242
sp|P06115|CATT_YEAST,1,562,0.0017793594306049821
sp|P00937|TRPG_YEAST,2,484,0.004132231404958678
sp|P02994|EF1A_YEAST,11,458,0.024017467248908297
sp|P01123|YPT1_YEAST,2,206,0.009708737864077669
sp|P09938|RIR2_YEAST,2,399,0.005012531328320802
sp|P00927|THDH_YEAST,3,576,0.005208333333333333
sp|P04050|RPB1_YEAST,3,1733,0.0017311021350259665
sp|P06779|RAD7_YEAST,1,565,0.0017699115044247787
sp|P06839|RAD3_YEAST,2,778,0.002570694087403599
sp|P07273|TFS2_YEAST,2,309,0.006472491909385114
sp|P07275|PUT2_YEAST,1,575,0.0017391304347826088
sp|P00359|G3P3_YEAST,1,332,0.0030120481927710845
sp|P00360|G3P1_YEAST,1,332,0.0030120481927710845
sp|P03965|CARB_YEAST,2,1118,0.0017889087656529517
sp|P09440|C1TM_YEAST,3,975,0.003076923076923077
sp|P04456|RL25_YEAST,2,142,0.014084507042253521
sp|P08518|RPB2_YEAST,3,1224,0.0024509803921568627
sp|P00958|SYMC_YEAST,1,751,0.0013315579227696406
sp|P09880|TRNL_YEAST,2,827,0.0024183796856106408
sp|P07264|LEUC_YEAST,1,779,0.0012836970474967907
sp|P07170|KAD2_YEAST,2,222,0.009009009009009009
sp|P08417|FUMH_YEAST,5,488,0.010245901639344262
sp|P07256|QCR1_YEAST,1,457,0.002188183807439825
sp|P00445|SODC_YEAST,1,154,0.006493506493506494
sp|P00950|PMG1_YEAST,3,247,0.012145748987854251
sp|P04650|RL39_YEAST,1,51,0.0196078431372549
sp|P00942|TPIS_YEAST,4,248,0.016129032258064516
sp|P07342|ILVB_YEAST,3,687,0.004366812227074236
sp|P07270|PHO4_YEAST,1,312,0.003205128205128205
sp|P07149|FAS1_YEAST,13,2051,0.006338371526084837
sp|P00498|HIS1_YEAST,1,297,0.003367003367003367
sp|P06786|TOP2_YEAST,3,1428,0.0021008403361344537
sp|P06634|DED1_YEAST,1,604,0.0016556291390728477
sp|P01120|RAS2_YEAST,1,322,0.003105590062111801
sp|P00817|IPYR_YEAST,2,287,0.006968641114982578
sp|P07702|LYS2_YEAST,7,1392,0.005028735632183908
sp|P04147|PABP_YEAST,5,577,0.008665511265164644
sp|P00931|TRP_YEAST,3,707,0.004243281471004243
sp|P07263|SYH_YEAST,1,546,0.0018315018315018315
sp|P07806|SYV_YEAST,6,1104,0.005434782608695652
sp|P02557|TBB_YEAST,2,457,0.00437636761487965
sp|P07991|OAT_YEAST,3,424,0.007075471698113208
sp|P00560|PGK_YEAST,7,416,0.016826923076923076
sp|P07283|PMM_YEAST,2,254,0.007874015748031496
sp|P05750|RS3_YEAST,4,240,0.016666666666666666
sp|P11433|CDC24_YEAST,1,854,0.00117096018735363
sp|P19073|CDC42_YEAST,1,191,0.005235602094240838
sp|P15108|HSC82_YEAST,1,705,0.0014184397163120568
sp|P10592|HSP72_YEAST,1,639,0.001564945226917058
sp|P17442|PHO81_YEAST,2,1178,0.001697792869269949
sp|P12754|EI2BD_YEAST,1,651,0.0015360983102918587
sp|P18759|SEC18_YEAST,2,758,0.002638522427440633
sp|P10591|HSP71_YEAST,2,642,0.003115264797507788
sp|P16862|PFKA2_YEAST,4,959,0.004171011470281543
sp|P14693|SAM35_YEAST,1,329,0.00303951367781155
sp|P12753|RAD50_YEAST,2,1312,0.001524390243902439
sp|P13574|STE12_YEAST,1,688,0.0014534883720930232
sp|P17157|PHO85_YEAST,1,305,0.003278688524590164
sp|P15303|SEC23_YEAST,4,768,0.005208333333333333
sp|P10659|METK1_YEAST,1,382,0.002617801047120419
sp|P19263|MED14_YEAST,1,1082,0.0009242144177449168
sp|P10862|RAD18_YEAST,1,487,0.002053388090349076
sp|P16861|PFKA1_YEAST,3,987,0.00303951367781155
sp|P16474|GRP78_YEAST,1,682,0.001466275659824047
sp|P13517|CAPZB_YEAST,1,287,0.003484320557491289
sp|P15424|MS116_YEAST,1,664,0.0015060240963855422
sp|P15992|HSP26_YEAST,1,214,0.004672897196261682
sp|P19882|HSP60_YEAST,2,572,0.0034965034965034965
sp|P19659|MED15_YEAST,3,1081,0.0027752081406105457
sp|P17649|GABAT_YEAST,1,471,0.0021231422505307855
sp|P18961|YPK2_YEAST,1,677,0.0014771048744460858
sp|P18963|IRA1_YEAST,1,3092,0.0003234152652005175
sp|P14681|KSS1_YEAST,1,368,0.002717391304347826
sp|P15731|UBC4_YEAST,1,148,0.006756756756756757
sp|P17709|HXKG_YEAST,2,500,0.004
sp|P14742|GFA1_YEAST,1,717,0.001394700139470014
sp|P10081|IF4A_YEAST,1,395,0.002531645569620253
sp|P17891|CLC1_YEAST,1,233,0.004291845493562232
sp|P17505|MDHM_YEAST,3,334,0.008982035928143712
sp|P12385|ERF1_YEAST,1,437,0.002288329519450801
sp|P13586|ATC1_YEAST,1,950,0.0010526315789473684
sp|P11412|G6PD_YEAST,2,505,0.0039603960396039604
sp|P12695|ODP2_YEAST,3,482,0.006224066390041493
sp|P14164|ABF1_YEAST,1,731,0.0013679890560875513
sp|P15454|KGUA_YEAST,1,187,0.0053475935828877
sp|P19881|PNPP_YEAST,1,312,0.003205128205128205
sp|P15274|AMPD_YEAST,1,810,0.0012345679012345679
sp|P10823|GPA2_YEAST,1,449,0.0022271714922048997
sp|P14907|NSP1_YEAST,2,823,0.002430133657351154
sp|P12945|NAT1_YEAST,1,854,0.00117096018735363
sp|P17065|SEC2_YEAST,1,759,0.0013175230566534915
sp|P13433|RPOM_YEAST,1,1351,0.0007401924500370096
sp|P19262|ODO2_YEAST,2,463,0.004319654427645789
sp|P15179|SYDM_YEAST,2,658,0.00303951367781155
sp|P14832|CYPH_YEAST,2,162,0.012345679012345678
sp|P12868|PEP5_YEAST,1,1029,0.0009718172983479105
sp|P18239|ADT2_YEAST,1,318,0.0031446540880503146
sp|P10507|MPPB_YEAST,1,462,0.0021645021645021645
sp|P13134|KEX2_YEAST,1,814,0.0012285012285012285
sp|P15624|SYFB_YEAST,2,595,0.0033613445378151263
sp|P16467|PDC5_YEAST,3,563,0.0053285968028419185
sp|P16451|ODPX_YEAST,2,410,0.004878048780487805
sp|P10662|RT01_YEAST,2,321,0.006230529595015576
sp|P16603|NCPR_YEAST,2,691,0.002894356005788712
sp|P18480|SNF5_YEAST,1,905,0.0011049723756906078
sp|P15442|GCN2_YEAST,1,1659,0.0006027727546714888
sp|P18900|COQ1_YEAST,1,473,0.0021141649048625794
sp|P17106|CBF1_YEAST,1,351,0.002849002849002849
sp|P10363|PRI1_YEAST,1,409,0.0024449877750611247
sp|P15891|ABP1_YEAST,3,592,0.005067567567567568
sp|P16140|VATB_YEAST,4,517,0.007736943907156673
sp|P10964|RPA1_YEAST,5,1664,0.0030048076923076925
sp|P10863|TIR1_YEAST,1,254,0.003937007874015748
sp|P19524|MYO2_YEAST,3,1574,0.0019059720457433292
sp|P16120|THRC_YEAST,5,514,0.009727626459143969
sp|P15646|FBRL_YEAST,3,327,0.009174311926605505
sp|P19414|ACON_YEAST,3,778,0.0038560411311053984
sp|P11972|SST2_YEAST,1,698,0.0014326647564469914
sp|P19812|UBR1_YEAST,2,1950,0.0010256410256410256
sp|P19097|FAS2_YEAST,8,1887,0.0042395336512983575
sp|P16521|EF3A_YEAST,9,1044,0.008620689655172414
sp|P16387|ODPA_YEAST,2,420,0.004761904761904762
sp|P14904|AMPL_YEAST,3,514,0.005836575875486381
sp|P13259|PCY1_YEAST,1,424,0.0023584905660377358
sp|P12612|TCPA_YEAST,5,559,0.008944543828264758
sp|P12709|G6PI_YEAST,4,554,0.007220216606498195
sp|P15180|SYKC_YEAST,2,591,0.00338409475465313
sp|P17255|VATA_YEAST,3,1071,0.0028011204481792717
sp|P18562|UPP_YEAST,1,216,0.004629629629629629
sp|P14126|RL3_YEAST,1,387,0.002583979328165375
sp|P14743|NMT_YEAST,3,455,0.006593406593406593
sp|P13188|SYQ_YEAST,2,809,0.002472187886279357
sp|P17967|PDI_YEAST,4,522,0.007662835249042145
sp|P18852|GBG_YEAST,1,110,0.00909090909090909
sp|P17555|CAP_YEAST,2,526,0.0038022813688212928
sp|P14540|ALF_YEAST,10,359,0.027855153203342618
sp|P23644|TOM40_YEAST,1,387,0.002583979328165375
sp|P25641|ATG15_YEAST,1,520,0.0019230769230769232
sp|P22219|VPS15_YEAST,1,1454,0.000687757909215956
sp|P25299|RNA15_YEAST,1,296,0.0033783783783783786
sp|P22135|ATP12_YEAST,1,325,0.003076923076923077
sp|P25554|SGF29_YEAST,1,259,0.003861003861003861
sp|P20424|SRP54_YEAST,1,541,0.0018484288354898336
sp|P29509|TRXB1_YEAST,1,319,0.003134796238244514
sp|P23287|PP2B1_YEAST,1,553,0.0018083182640144665
sp|P21306|ATP5E_YEAST,1,62,0.016129032258064516
sp|P20795|VPS33_YEAST,1,691,0.001447178002894356
sp|P23180|AIM17_YEAST,1,465,0.002150537634408602
sp|P26784|RL16A_YEAST,1,199,0.005025125628140704
sp|P28239|IPYR2_YEAST,1,310,0.0032258064516129032
sp|P25694|CDC48_YEAST,4,835,0.004790419161676647
sp|P25343|RV161_YEAST,3,265,0.011320754716981131
sp|P29547|EF1G1_YEAST,1,415,0.0024096385542168677
sp|P28737|MSP1_YEAST,1,362,0.0027624309392265192
sp|P20448|DBP4_YEAST,1,770,0.0012987012987012987
sp|P22217|TRX1_YEAST,1,103,0.009708737864077669
sp|P25336|MSH3_YEAST,1,1018,0.0009823182711198428
sp|P20457|PRI2_YEAST,1,528,0.001893939393939394
sp|P23833|SCO1_YEAST,1,295,0.003389830508474576
sp|P25847|MSH2_YEAST,1,964,0.001037344398340249
sp|P23542|AATC_YEAST,1,418,0.0023923444976076554
sp|P22515|UBA1_YEAST,2,1024,0.001953125
sp|P27351|AP2B_YEAST,1,700,0.0014285714285714286
sp|P26786|RS7A_YEAST,1,190,0.005263157894736842
sp|P25576|POF1_YEAST,1,258,0.003875968992248062
sp|P25293|NAP1_YEAST,1,417,0.002398081534772182
sp|P25631|YCU1_YEAST,1,222,0.0045045045045045045
sp|P25567|SRO9_YEAST,1,434,0.002304147465437788
sp|P20967|ODO1_YEAST,3,1014,0.0029585798816568047
sp|P25045|LCB1_YEAST,2,558,0.0035842293906810036
sp|P25296|CANB_YEAST,1,175,0.005714285714285714
sp|P29496|MCM5_YEAST,1,775,0.0012903225806451613
sp|P20051|PYRC_YEAST,3,364,0.008241758241758242
sp|P29453|RL8B_YEAST,1,256,0.00390625
sp|P23293|BUR1_YEAST,1,657,0.0015220700152207
sp|P25558|BUD3_YEAST,1,1636,0.0006112469437652812
sp|P29056|TF3B_YEAST,1,596,0.0016778523489932886
sp|P20107|ZRC1_YEAST,1,442,0.0022624434389140274
sp|P22203|VATE_YEAST,1,233,0.004291845493562232
sp|P25386|USO1_YEAST,2,1790,0.0011173184357541898
sp|P22141|PSB4_YEAST,1,198,0.005050505050505051
sp|P21826|MASZ_YEAST,1,554,0.0018050541516245488
sp|P20449|DBP5_YEAST,1,482,0.002074688796680498
sp|P29703|FNTA_YEAST,1,316,0.0031645569620253164
sp|P22140|EPT1_YEAST,1,391,0.0025575447570332483
sp|P27472|GYS2_YEAST,1,705,0.0014184397163120568
sp|P25566|MXR2_YEAST,1,168,0.005952380952380952
sp|P26637|SYLC_YEAST,2,1090,0.001834862385321101
sp|P20459|IF2A_YEAST,1,304,0.003289473684210526
sp|P28273|OPLA_YEAST,2,1286,0.0015552099533437014
sp|P28274|URA7_YEAST,2,579,0.0034542314335060447
sp|P29704|FDFT_YEAST,1,444,0.0022522522522522522
sp|P25569|GID7_YEAST,1,745,0.0013422818791946308
sp|O74700|TIM9_YEAST,1,87,0.011494252873563218
sp|P25632|RSC6_YEAST,2,483,0.004140786749482402
sp|P23641|MPCP_YEAST,1,311,0.003215434083601286
sp|P21827|RCC1_YEAST,1,482,0.002074688796680498
sp|P25356|BPH1_YEAST,1,2167,0.00046146746654360867
sp|P28241|IDH2_YEAST,1,369,0.0027100271002710027
sp|P25040|TSR4_YEAST,2,408,0.004901960784313725
sp|P21304|PWP1_YEAST,1,576,0.001736111111111111
sp|P25555|GBP2_YEAST,1,427,0.00234192037470726
sp|P29366|BEM1_YEAST,1,551,0.0018148820326678765
sp|P27614|CBPS_YEAST,1,576,0.001736111111111111
sp|P21192|ACE2_YEAST,1,770,0.0012987012987012987
sp|P21951|DPOE_YEAST,2,2222,0.0009000900090009
sp|P22213|SLY1_YEAST,1,666,0.0015015015015015015
sp|P25294|SIS1_YEAST,2,352,0.005681818181818182
sp|P28707|SBA1_YEAST,1,216,0.004629629629629629
sp|P22023|KRE5_YEAST,1,1365,0.0007326007326007326
sp|P25379|STDH_YEAST,1,360,0.002777777777777778
sp|P23724|PSB6_YEAST,1,241,0.004149377593360996
sp|P21965|MCK1_YEAST,1,375,0.0026666666666666666
sp|P25655|NOT1_YEAST,2,2108,0.0009487666034155598
sp|P29469|MCM2_YEAST,1,868,0.001152073732718894
sp|P25623|SYP1_YEAST,1,870,0.0011494252873563218
sp|P25389|KCC4_YEAST,2,1037,0.0019286403085824494
sp|P23254|TKT1_YEAST,1,680,0.0014705882352941176
sp|P23615|SPT6_YEAST,4,1451,0.0027567195037904893
sp|P22146|GAS1_YEAST,1,559,0.0017889087656529517
sp|P29311|BMH1_YEAST,1,267,0.003745318352059925
sp|P28319|CWP1_YEAST,2,239,0.008368200836820083
sp|P21576|VPS1_YEAST,2,704,0.002840909090909091
sp|P26263|PDC6_YEAST,2,563,0.003552397868561279
sp|P22579|SIN3_YEAST,2,1536,0.0013020833333333333
sp|P27692|SPT5_YEAST,6,1063,0.005644402634054563
sp|P25651|CSM1_YEAST,1,190,0.005263157894736842
sp|P25644|PAT1_YEAST,1,796,0.001256281407035176
sp|P25642|IMG2_YEAST,1,146,0.00684931506849315
sp|P25617|YCQ6_YEAST,1,290,0.0034482758620689655
sp|P23337|GYS1_YEAST,1,708,0.0014124293785310734
sp|P24276|SSD1_YEAST,1,1250,0.0008
sp|P22517|KCC2_YEAST,1,447,0.0022371364653243847
sp|P23642|VAN1_YEAST,2,535,0.003738317757009346
sp|P21954|IDHP_YEAST,1,428,0.002336448598130841
sp|P22082|SNF2_YEAST,1,1703,0.0005871990604815032
sp|P28321|MGLL_YEAST,1,313,0.003194888178913738
sp|P20676|NUP1_YEAST,2,1076,0.0018587360594795538
sp|P25582|SPB1_YEAST,3,841,0.0035671819262782403
sp|P25375|PRTD_YEAST,1,712,0.0014044943820224719
sp|P25368|RRP7_YEAST,1,297,0.003367003367003367
sp|P20049|TYR1_YEAST,1,452,0.0022123893805309734
sp|P20606|SAR1_YEAST,1,190,0.005263157894736842
sp|P25349|YCP4_YEAST,1,247,0.004048582995951417
sp|P23638|PSA3_YEAST,1,258,0.003875968992248062
sp|P24279|MCM3_YEAST,3,971,0.003089598352214212
sp|P22138|RPA2_YEAST,2,1203,0.0016625103906899418
sp|P25376|AGP1_YEAST,1,633,0.001579778830963665
sp|P24783|DBP2_YEAST,1,546,0.0018315018315018315
sp|P28778|RT06_YEAST,1,131,0.007633587786259542
sp|P22147|XRN1_YEAST,3,1528,0.001963350785340314
sp|P28777|AROC_YEAST,1,376,0.0026595744680851063
sp|P22336|RFA1_YEAST,1,621,0.001610305958132045
sp|P23202|URE2_YEAST,1,354,0.002824858757062147
sp|P24583|KPC1_YEAST,3,1151,0.0026064291920069507
sp|P23201|SPA2_YEAST,7,1466,0.0047748976807639835
sp|P25443|RS2_YEAST,2,254,0.007874015748031496
sp|P29952|MPI_YEAST,2,429,0.004662004662004662
sp|P22137|CLH_YEAST,2,1653,0.0012099213551119178
sp|P26783|RS5_YEAST,4,225,0.017777777777777778
sp|P32602|SEC17_YEAST,1,292,0.003424657534246575
sp|P32501|EI2BE_YEAST,1,712,0.0014044943820224719
sp|P32504|CBF3A_YEAST,1,956,0.0010460251046025104
sp|P38249|EIF3A_YEAST,1,964,0.001037344398340249
sp|P32830|TIM12_YEAST,1,109,0.009174311926605505
sp|P36047|SDS22_YEAST,1,338,0.0029585798816568047
sp|P32897|TIM23_YEAST,1,222,0.0045045045045045045
sp|P32642|GLRX4_YEAST,1,244,0.004098360655737705
sp|P32502|EI2BB_YEAST,1,381,0.0026246719160104987
sp|P39931|SS120_YEAST,1,234,0.004273504273504274
sp|P39538|UBP12_YEAST,1,1254,0.0007974481658692185
sp|P39081|PCF11_YEAST,1,626,0.001597444089456869
sp|P32626|ENOPH_YEAST,2,227,0.00881057268722467
sp|P36088|FRMSR_YEAST,1,180,0.005555555555555556
sp|P38687|SRP68_YEAST,1,599,0.001669449081803005
sp|P38688|SRP72_YEAST,1,640,0.0015625
sp|P33298|PRS6B_YEAST,2,428,0.004672897196261682
sp|P38966|YD089_YEAST,1,869,0.0011507479861910242
sp|P36123|SA190_YEAST,1,1033,0.000968054211035818
sp|P32644|ECM32_YEAST,1,1121,0.0008920606601248885
sp|P33297|PRS6A_YEAST,3,434,0.0069124423963133645
sp|P38885|AIM46_YEAST,1,310,0.0032258064516129032
sp|P32259|MED16_YEAST,1,974,0.001026694045174538
sp|P32913|VPS17_YEAST,1,551,0.0018148820326678765
sp|P38283|SLI15_YEAST,2,698,0.0028653295128939827
sp|P38345|FMP21_YEAST,1,138,0.007246376811594203
sp|P32335|MSS51_YEAST,1,436,0.0022935779816513763
sp|P34160|NCBP1_YEAST,1,861,0.0011614401858304297
sp|P32590|HSP79_YEAST,1,693,0.001443001443001443
sp|P39533|ACON2_YEAST,1,789,0.0012674271229404308
sp|P34077|NIC96_YEAST,1,839,0.0011918951132300357
sp|P38248|ECM33_YEAST,1,429,0.002331002331002331
sp|P32523|PRP19_YEAST,1,503,0.0019880715705765406
sp|P32589|HSP7F_YEAST,3,693,0.004329004329004329
sp|P32380|SP110_YEAST,1,944,0.001059322033898305
sp|P38754|RL14B_YEAST,1,138,0.007246376811594203
sp|P39516|RS14B_YEAST,1,138,0.007246376811594203
sp|P36000|AP1B1_YEAST,1,726,0.0013774104683195593
sp|P38068|GLRX7_YEAST,1,203,0.0049261083743842365
sp|P38968|SEC31_YEAST,1,1273,0.0007855459544383347
sp|P36018|YPT52_YEAST,3,234,0.01282051282051282
sp|P38228|TCM62_YEAST,1,572,0.0017482517482517483
sp|P34253|KTI12_YEAST,2,313,0.006389776357827476
sp|P38244|M28P1_YEAST,1,976,0.0010245901639344263
sp|P34110|VPS35_YEAST,1,944,0.001059322033898305
sp|P31539|HS104_YEAST,1,908,0.0011013215859030838
sp|P32583|SRP40_YEAST,1,406,0.0024630541871921183
sp|P38009|PUR92_YEAST,1,592,0.0016891891891891893
sp|P38902|RPB11_YEAST,1,120,0.008333333333333333
sp|P35202|THI80_YEAST,2,319,0.006269592476489028
sp|P34247|UTP11_YEAST,1,250,0.004
sp|P38932|VPS45_YEAST,2,577,0.0034662045060658577
sp|P32861|UGPA1_YEAST,3,499,0.006012024048096192
sp|P38759|VPS29_YEAST,3,282,0.010638297872340425
sp|P38911|FKBP3_YEAST,1,411,0.0024330900243309003
sp|P38237|UBP14_YEAST,1,781,0.0012804097311139564
sp|P32497|EIF3C_YEAST,1,812,0.0012315270935960591
sp|P38167|ECM21_YEAST,1,1117,0.0008952551477170994
sp|P32628|RAD23_YEAST,1,398,0.002512562814070352
sp|P39743|RV167_YEAST,3,482,0.006224066390041493
sp|P39705|NUP60_YEAST,2,539,0.0037105751391465678
sp|P33416|HSP78_YEAST,3,811,0.0036991368680641184
sp|P36139|PET10_YEAST,1,283,0.0035335689045936395
sp|P38330|RMD9L_YEAST,1,731,0.0013679890560875513
sp|P38086|RDH54_YEAST,2,958,0.0020876826722338203
sp|P32453|ATP11_YEAST,1,318,0.0031446540880503146
sp|P38986|ASPG1_YEAST,1,381,0.0026246719160104987
sp|P35182|PP2C1_YEAST,1,281,0.0035587188612099642
sp|P32915|SC61A_YEAST,2,480,0.004166666666666667
sp|P36008|EF1G2_YEAST,3,412,0.007281553398058253
sp|P36080|RRP14_YEAST,2,434,0.004608294930875576
sp|P32319|VPS10_YEAST,2,1579,0.001266624445851805
sp|P38854|TDA11_YEAST,2,504,0.003968253968253968
sp|P38328|ARPC1_YEAST,1,384,0.0026041666666666665
sp|P32496|RPN12_YEAST,2,274,0.0072992700729927005
sp|P39692|MET10_YEAST,4,1035,0.003864734299516908
sp|P32793|YSC84_YEAST,1,468,0.002136752136752137
sp|P39936|IF4F2_YEAST,1,914,0.0010940919037199124
sp|P38737|ECM29_YEAST,2,1868,0.0010706638115631692
sp|P38863|SPC97_YEAST,1,823,0.001215066828675577
sp|P35194|UTP20_YEAST,1,2493,0.00040112314480545525
sp|P38886|RPN10_YEAST,2,268,0.007462686567164179
sp|P38869|SVP26_YEAST,1,228,0.0043859649122807015
sp|P38261|EXO84_YEAST,1,753,0.0013280212483399733
sp|P36136|SHB17_YEAST,1,271,0.0036900369003690036
sp|P36048|SN114_YEAST,2,1008,0.001984126984126984
sp|P32342|SRP21_YEAST,2,167,0.011976047904191617
sp|P36046|MIA40_YEAST,2,403,0.004962779156327543
sp|P38257|MMS4_YEAST,1,691,0.001447178002894356
sp|P32563|VPH1_YEAST,1,840,0.0011904761904761906
sp|P38858|SOL3_YEAST,1,249,0.004016064257028112
sp|P39078|TCPD_YEAST,1,528,0.001893939393939394
sp|P31412|VATC_YEAST,1,392,0.002551020408163265
sp|P33749|MSN4_YEAST,1,630,0.0015873015873015873
sp|P39708|DHE5_YEAST,1,457,0.002188183807439825
sp|P32600|TOR2_YEAST,1,2474,0.0004042037186742118
sp|P38788|SSZ1_YEAST,1,538,0.0018587360594795538
sp|P32445|RIM1_YEAST,1,135,0.007407407407407408
sp|P38803|IPI1_YEAST,1,334,0.0029940119760479044
sp|P32864|RAEP_YEAST,1,603,0.001658374792703151
sp|P38748|ETP1_YEAST,1,585,0.0017094017094017094
sp|P39995|EAF5_YEAST,1,279,0.0035842293906810036
sp|P36521|RM11_YEAST,1,249,0.004016064257028112
sp|P38115|ARA1_YEAST,1,344,0.0029069767441860465
sp|P39013|END3_YEAST,1,349,0.0028653295128939827
sp|P32578|SIP1_YEAST,1,815,0.001226993865030675
sp|P32263|P5CR_YEAST,1,286,0.0034965034965034965
sp|P38180|YBI1_YEAST,1,368,0.002717391304347826
sp|P38792|RRP4_YEAST,1,359,0.002785515320334262
sp|P33401|PGM1_YEAST,2,570,0.0035087719298245615
sp|P33296|UBC6_YEAST,1,250,0.004
sp|P38351|PAF1_YEAST,1,445,0.0022471910112359553
sp|P32891|DLD1_YEAST,1,587,0.0017035775127768314
sp|P31116|DHOM_YEAST,1,359,0.002785515320334262
sp|P39106|MNN1_YEAST,1,762,0.0013123359580052493
sp|P39005|KRE9_YEAST,2,276,0.007246376811594203
sp|P39985|DPO5_YEAST,2,1022,0.0019569471624266144
sp|P32639|BRR2_YEAST,1,2163,0.0004623208506703652
sp|P38708|YHI0_YEAST,2,688,0.0029069767441860465
sp|P31334|RM09_YEAST,1,269,0.0037174721189591076
sp|P39940|RSP5_YEAST,1,809,0.0012360939431396785
sp|P33332|SEC3_YEAST,2,1336,0.0014970059880239522
sp|P36006|MYO3_YEAST,2,1272,0.0015723270440251573
sp|P32892|DRS1_YEAST,1,752,0.0013297872340425532
