Protein,Peptide Count,Protein Length,Normalized Peptide Count
sp|P05375|PEM2_YEAST,1,206,0.0048543689320388345
sp|P06785|TYSY_YEAST,1,304,0.003289473684210526
sp|P07170|KAD2_YEAST,4,222,0.018018018018018018
sp|P07267|CARP_YEAST,1,405,0.0024691358024691358
sp|P00410|COX2_YEAST,1,251,0.00398406374501992
sp|P09959|SWI6_YEAST,3,803,0.0037359900373599006
sp|P04147|PABP_YEAST,3,577,0.005199306759098787
sp|P00724|INV2_YEAST,1,532,0.0018796992481203006
sp|P04802|SYDC_YEAST,1,557,0.0017953321364452424
sp|P07273|TFS2_YEAST,1,309,0.003236245954692557
sp|P00925|ENO2_YEAST,7,437,0.016018306636155607
sp|P00546|CDK1_YEAST,2,298,0.006711409395973154
sp|P06843|SPT2_YEAST,1,333,0.003003003003003003
sp|P06839|RAD3_YEAST,1,778,0.0012853470437017994
sp|P07884|MOD5_YEAST,1,428,0.002336448598130841
sp|P07245|C1TC_YEAST,2,946,0.0021141649048625794
sp|P01123|YPT1_YEAST,2,206,0.009708737864077669
sp|P05453|ERF3_YEAST,4,685,0.00583941605839416
sp|P06633|HIS7_YEAST,3,220,0.013636363636363636
sp|P00937|TRPG_YEAST,2,484,0.004132231404958678
sp|P04050|RPB1_YEAST,3,1733,0.0017311021350259665
sp|P07702|LYS2_YEAST,2,1392,0.0014367816091954023
sp|P04076|ARLY_YEAST,1,463,0.0021598272138228943
sp|P07342|ILVB_YEAST,4,687,0.005822416302765648
sp|P02381|RMAR_YEAST,3,398,0.007537688442211055
sp|P05030|PMA1_YEAST,3,918,0.0032679738562091504
sp|P03872|REP2_YEAST,2,296,0.006756756756756757
sp|P00927|THDH_YEAST,2,576,0.003472222222222222
sp|P07285|TRPD_YEAST,3,380,0.007894736842105263
sp|P07259|PYR1_YEAST,7,2214,0.0031616982836495033
sp|P08566|ARO1_YEAST,3,1588,0.001889168765743073
sp|P00830|ATPB_YEAST,2,511,0.003913894324853229
sp|P03965|CARB_YEAST,4,1118,0.0035778175313059034
sp|P05319|RLA2_YEAST,2,106,0.018867924528301886
sp|P09440|C1TM_YEAST,1,975,0.0010256410256410256
sp|P07278|KAPR_YEAST,1,416,0.002403846153846154
sp|P08539|GPA1_YEAST,1,472,0.00211864406779661
sp|P00359|G3P3_YEAST,3,332,0.009036144578313253
sp|P06738|PHSG_YEAST,4,902,0.004434589800443459
sp|P02994|EF1A_YEAST,10,458,0.021834061135371178
sp|P07256|QCR1_YEAST,1,457,0.002188183807439825
sp|P08466|NUC1_YEAST,1,329,0.00303951367781155
sp|P00950|PMG1_YEAST,5,247,0.020242914979757085
sp|P04650|RL39_YEAST,1,51,0.0196078431372549
sp|P08964|MYO1_YEAST,2,1928,0.001037344398340249
sp|P00942|TPIS_YEAST,3,248,0.012096774193548387
sp|P06634|DED1_YEAST,4,604,0.006622516556291391
sp|P05694|METE_YEAST,4,767,0.005215123859191656
sp|P04806|HXKA_YEAST,5,485,0.010309278350515464
sp|P01119|RAS1_YEAST,1,309,0.003236245954692557
sp|P00958|SYMC_YEAST,2,751,0.002663115845539281
sp|P05739|RL6B_YEAST,1,176,0.005681818181818182
sp|P07246|ADH3_YEAST,1,375,0.0026666666666666666
sp|P01120|RAS2_YEAST,1,322,0.003105590062111801
sp|P07866|LTE1_YEAST,1,1435,0.0006968641114982578
sp|P07284|SYSC_YEAST,2,462,0.004329004329004329
sp|P04801|SYTC_YEAST,2,734,0.0027247956403269754
sp|P06169|PDC1_YEAST,10,563,0.017761989342806393
sp|P07263|SYH_YEAST,2,546,0.003663003663003663
sp|P07806|SYV_YEAST,4,1104,0.0036231884057971015
sp|P02557|TBB_YEAST,1,457,0.002188183807439825
sp|P00931|TRP_YEAST,3,707,0.004243281471004243
sp|P05750|RS3_YEAST,4,240,0.016666666666666666
sp|P00560|PGK_YEAST,6,416,0.014423076923076924
sp|P14741|EI2BA_YEAST,1,305,0.003278688524590164
sp|P14906|SEC63_YEAST,2,663,0.0030165912518853697
sp|P14693|SAM35_YEAST,1,329,0.00303951367781155
sp|P12683|HMDH1_YEAST,1,1054,0.0009487666034155598
sp|P10592|HSP72_YEAST,1,639,0.001564945226917058
sp|P11433|CDC24_YEAST,1,854,0.00117096018735363
sp|P16474|GRP78_YEAST,2,682,0.002932551319648094
sp|P12754|EI2BD_YEAST,1,651,0.0015360983102918587
sp|P15938|PRP16_YEAST,1,1071,0.0009337068160597573
sp|P19211|IF5A2_YEAST,1,157,0.006369426751592357
sp|P15424|MS116_YEAST,2,664,0.0030120481927710845
sp|P18759|SEC18_YEAST,1,758,0.0013192612137203166
sp|P19658|EXO70_YEAST,1,623,0.0016051364365971107
sp|P19263|MED14_YEAST,1,1082,0.0009242144177449168
sp|P10591|HSP71_YEAST,3,642,0.004672897196261682
sp|P19659|MED15_YEAST,2,1081,0.0018501387604070306
sp|P15303|SEC23_YEAST,2,768,0.0026041666666666665
sp|P15108|HSC82_YEAST,2,705,0.0028368794326241137
sp|P10659|METK1_YEAST,1,382,0.002617801047120419
sp|P19454|CSK22_YEAST,2,339,0.0058997050147492625
sp|P18899|DDR48_YEAST,1,430,0.002325581395348837
sp|P10862|RAD18_YEAST,1,487,0.002053388090349076
sp|P16862|PFKA2_YEAST,7,959,0.0072992700729927005
sp|P16861|PFKA1_YEAST,4,987,0.004052684903748734
sp|P19882|HSP60_YEAST,4,572,0.006993006993006993
sp|P12962|CAF20_YEAST,1,161,0.006211180124223602
sp|P12684|HMDH2_YEAST,1,1045,0.0009569377990430622
sp|P10964|RPA1_YEAST,1,1664,0.0006009615384615385
sp|P18480|SNF5_YEAST,1,905,0.0011049723756906078
sp|P16370|RPB3_YEAST,1,318,0.0031446540880503146
sp|P15180|SYKC_YEAST,1,591,0.001692047377326565
sp|P11745|RNA1_YEAST,1,407,0.002457002457002457
sp|P14682|UBC3_YEAST,1,295,0.003389830508474576
sp|P14065|GCY1_YEAST,1,312,0.003205128205128205
sp|P17709|HXKG_YEAST,1,500,0.002
sp|P14832|CYPH_YEAST,1,162,0.006172839506172839
sp|P17423|KHSE_YEAST,1,357,0.0028011204481792717
sp|P11075|SEC7_YEAST,1,2009,0.0004977600796416127
sp|P15801|DPOG_YEAST,1,1254,0.0007974481658692185
sp|P12612|TCPA_YEAST,2,559,0.0035778175313059034
sp|P14306|CPYI_YEAST,1,219,0.0045662100456621
sp|P13712|MSI1_YEAST,1,422,0.002369668246445498
sp|P17076|RL8A_YEAST,1,256,0.00390625
sp|P17629|HPR1_YEAST,1,752,0.0013297872340425532
sp|P11938|RAP1_YEAST,1,827,0.0012091898428053204
sp|P12904|AAKG_YEAST,1,322,0.003105590062111801
sp|P14922|CYC8_YEAST,2,966,0.002070393374741201
sp|P15624|SYFB_YEAST,1,595,0.0016806722689075631
sp|P13663|DHAS_YEAST,1,365,0.0027397260273972603
sp|P11792|SCH9_YEAST,1,824,0.0012135922330097086
sp|P17065|SEC2_YEAST,2,759,0.002635046113306983
sp|P18963|IRA1_YEAST,2,3092,0.000646830530401035
sp|P19262|ODO2_YEAST,3,463,0.0064794816414686825
sp|P12385|ERF1_YEAST,1,437,0.002288329519450801
sp|P10507|MPPB_YEAST,1,462,0.0021645021645021645
sp|P18961|YPK2_YEAST,1,677,0.0014771048744460858
sp|P18494|GLN3_YEAST,1,730,0.0013698630136986301
sp|P19955|RT31_YEAST,1,123,0.008130081300813009
sp|P13586|ATC1_YEAST,1,950,0.0010526315789473684
sp|P16451|ODPX_YEAST,1,410,0.0024390243902439024
sp|P12945|NAT1_YEAST,2,854,0.00234192037470726
sp|P15703|BGL2_YEAST,1,313,0.003194888178913738
sp|P17883|SKI3_YEAST,1,1432,0.0006983240223463687
sp|P13185|KIN1_YEAST,1,1064,0.0009398496240601503
sp|P15202|CATA_YEAST,1,515,0.001941747572815534
sp|P19812|UBR1_YEAST,2,1950,0.0010256410256410256
sp|P10823|GPA2_YEAST,1,449,0.0022271714922048997
sp|P16550|APA1_YEAST,1,321,0.003115264797507788
sp|P19657|PMA2_YEAST,1,947,0.0010559662090813093
sp|P15274|AMPD_YEAST,1,810,0.0012345679012345679
sp|P19524|MYO2_YEAST,6,1574,0.0038119440914866584
sp|P19097|FAS2_YEAST,6,1887,0.003179650238473768
sp|P13382|DPOA_YEAST,1,1468,0.0006811989100817438
sp|P13298|PYRE_YEAST,1,226,0.004424778761061947
sp|P15496|IDI1_YEAST,1,288,0.003472222222222222
sp|P15315|CUP2_YEAST,1,225,0.0044444444444444444
sp|P12868|PEP5_YEAST,1,1029,0.0009718172983479105
sp|P16120|THRC_YEAST,3,514,0.005836575875486381
sp|P15019|TAL1_YEAST,1,335,0.0029850746268656717
sp|P16140|VATB_YEAST,6,517,0.01160541586073501
sp|P12687|RM02_YEAST,1,371,0.0026954177897574125
sp|P18900|COQ1_YEAST,1,473,0.0021141649048625794
sp|P15625|SYFA_YEAST,2,503,0.003976143141153081
sp|P16603|NCPR_YEAST,4,691,0.005788712011577424
sp|P12695|ODP2_YEAST,2,482,0.004149377593360996
sp|P15891|ABP1_YEAST,1,592,0.0016891891891891893
sp|P10863|TIR1_YEAST,1,254,0.003937007874015748
sp|P15436|DPOD_YEAST,1,1097,0.0009115770282588879
sp|P11972|SST2_YEAST,1,698,0.0014326647564469914
sp|P19414|ACON_YEAST,1,778,0.0012853470437017994
sp|P14164|ABF1_YEAST,1,731,0.0013679890560875513
sp|P16521|EF3A_YEAST,9,1044,0.008620689655172414
sp|P14904|AMPL_YEAST,5,514,0.009727626459143969
sp|P12709|G6PI_YEAST,6,554,0.010830324909747292
sp|P17255|VATA_YEAST,3,1071,0.0028011204481792717
sp|P15700|KCY_YEAST,1,204,0.004901960784313725
sp|P14540|ALF_YEAST,8,359,0.022284122562674095
sp|P14126|RL3_YEAST,1,387,0.002583979328165375
sp|P14743|NMT_YEAST,1,455,0.002197802197802198
sp|P17967|PDI_YEAST,2,522,0.0038314176245210726
sp|P17555|CAP_YEAST,1,526,0.0019011406844106464
sp|P27514|PHO91_YEAST,1,894,0.0011185682326621924
sp|P29509|TRXB1_YEAST,1,319,0.003134796238244514
sp|P10869|AK_YEAST,1,527,0.0018975332068311196
sp|P25641|ATG15_YEAST,1,520,0.0019230769230769232
sp|P25342|CDC10_YEAST,1,322,0.003105590062111801
sp|P26309|CDC20_YEAST,1,610,0.001639344262295082
sp|P21825|SEC62_YEAST,1,274,0.0036496350364963502
sp|P22214|SEC22_YEAST,1,214,0.004672897196261682
sp|P28519|RAD14_YEAST,1,371,0.0026954177897574125
sp|P25554|SGF29_YEAST,1,259,0.003861003861003861
sp|P23301|IF5A1_YEAST,1,157,0.006369426751592357
sp|P22202|HSP74_YEAST,2,642,0.003115264797507788
sp|P25298|RNA14_YEAST,1,677,0.0014771048744460858
sp|P23561|STE11_YEAST,1,717,0.001394700139470014
sp|P20424|SRP54_YEAST,2,541,0.0036968576709796672
sp|P25694|CDC48_YEAST,5,835,0.005988023952095809
sp|P23644|TOM40_YEAST,2,387,0.00516795865633075
sp|P23248|RS3A2_YEAST,1,255,0.00392156862745098
sp|P22943|HSP12_YEAST,1,109,0.009174311926605505
sp|P25349|YCP4_YEAST,1,247,0.004048582995951417
sp|P25379|STDH_YEAST,1,360,0.002777777777777778
sp|P22213|SLY1_YEAST,1,666,0.0015015015015015015
sp|P25294|SIS1_YEAST,1,352,0.002840909090909091
sp|P28789|HEM3_YEAST,1,327,0.0030581039755351682
sp|P25451|PSB3_YEAST,1,205,0.004878048780487805
sp|P20457|PRI2_YEAST,1,528,0.001893939393939394
sp|P26570|PPZ1_YEAST,1,692,0.001445086705202312
sp|P25358|ELO2_YEAST,1,347,0.002881844380403458
sp|P22276|RPC2_YEAST,1,1149,0.0008703220191470844
sp|P24276|SSD1_YEAST,2,1250,0.0016
sp|P21965|MCK1_YEAST,1,375,0.0026666666666666666
sp|P29465|CHS3_YEAST,1,1165,0.0008583690987124463
sp|P27351|AP2B_YEAST,1,700,0.0014285714285714286
sp|P21242|PSA7_YEAST,1,288,0.003472222222222222
sp|P28625|YIM1_YEAST,1,365,0.0027397260273972603
sp|P27692|SPT5_YEAST,4,1063,0.0037629350893697085
sp|P25302|SWI4_YEAST,1,1093,0.0009149130832570906
sp|P21182|DCAM_YEAST,1,396,0.0025252525252525255
sp|P20676|NUP1_YEAST,1,1076,0.0009293680297397769
sp|P25293|NAP1_YEAST,1,417,0.002398081534772182
sp|P25635|PWP2_YEAST,1,923,0.0010834236186348862
sp|P25642|IMG2_YEAST,1,146,0.00684931506849315
sp|P25631|YCU1_YEAST,1,222,0.0045045045045045045
sp|P22336|RFA1_YEAST,1,621,0.001610305958132045
sp|P28272|PYRD_YEAST,1,314,0.0031847133757961785
sp|P29496|MCM5_YEAST,1,775,0.0012903225806451613
sp|P27616|PUR7_YEAST,2,306,0.006535947712418301
sp|P20051|PYRC_YEAST,2,364,0.005494505494505495
sp|P29453|RL8B_YEAST,2,256,0.0078125
sp|P21269|CCA1_YEAST,1,546,0.0018315018315018315
sp|P28274|URA7_YEAST,1,579,0.0017271157167530224
sp|P23542|AATC_YEAST,1,418,0.0023923444976076554
sp|P23503|NAR1_YEAST,1,491,0.002036659877800407
sp|P22147|XRN1_YEAST,1,1528,0.0006544502617801048
sp|P22082|SNF2_YEAST,1,1703,0.0005871990604815032
sp|P20606|SAR1_YEAST,3,190,0.015789473684210527
sp|P25655|NOT1_YEAST,2,2108,0.0009487666034155598
sp|P27999|RPB9_YEAST,1,122,0.00819672131147541
sp|P22146|GAS1_YEAST,1,559,0.0017889087656529517
sp|P25579|LRE1_YEAST,1,583,0.0017152658662092624
sp|P26263|PDC6_YEAST,2,563,0.003552397868561279
sp|P20459|IF2A_YEAST,1,304,0.003289473684210526
sp|P23254|TKT1_YEAST,1,680,0.0014705882352941176
sp|P25569|GID7_YEAST,1,745,0.0013422818791946308
sp|P22515|UBA1_YEAST,2,1024,0.001953125
sp|O74700|TIM9_YEAST,2,87,0.022988505747126436
sp|P25045|LCB1_YEAST,2,558,0.0035842293906810036
sp|P21372|PRP5_YEAST,1,849,0.001177856301531213
sp|P20447|DBP3_YEAST,4,523,0.0076481835564053535
sp|P25491|MAS5_YEAST,1,409,0.0024449877750611247
sp|P25441|RPC4_YEAST,1,422,0.002369668246445498
sp|P28241|IDH2_YEAST,2,369,0.005420054200542005
sp|P22007|FNTB_YEAST,1,431,0.002320185614849188
sp|P23638|PSA3_YEAST,1,258,0.003875968992248062
sp|P22023|KRE5_YEAST,2,1365,0.0014652014652014652
sp|P23639|PSA2_YEAST,1,250,0.004
sp|P21147|ACO1_YEAST,2,510,0.00392156862745098
sp|P22579|SIN3_YEAST,1,1536,0.0006510416666666666
sp|P28795|PEX3_YEAST,2,441,0.0045351473922902496
sp|P22803|TRX2_YEAST,2,104,0.019230769230769232
sp|P25367|RNQ1_YEAST,1,405,0.0024691358024691358
sp|P23724|PSB6_YEAST,1,241,0.004149377593360996
sp|P25087|ERG6_YEAST,1,383,0.0026109660574412533
sp|P25847|MSH2_YEAST,1,964,0.001037344398340249
sp|P21264|PUR6_YEAST,1,571,0.0017513134851138354
sp|P29469|MCM2_YEAST,3,868,0.0034562211981566822
sp|P25389|KCC4_YEAST,1,1037,0.0009643201542912247
sp|P20448|DBP4_YEAST,1,770,0.0012987012987012987
sp|P21951|DPOE_YEAST,2,2222,0.0009000900090009
sp|P21954|IDHP_YEAST,1,428,0.002336448598130841
sp|P20049|TYR1_YEAST,1,452,0.0022123893805309734
sp|P23615|SPT6_YEAST,6,1451,0.004135079255685734
sp|P23292|KC12_YEAST,2,546,0.003663003663003663
sp|P23833|SCO1_YEAST,1,295,0.003389830508474576
sp|P25644|PAT1_YEAST,1,796,0.001256281407035176
sp|P25588|MRC1_YEAST,2,1096,0.0018248175182481751
sp|P27705|MIG1_YEAST,2,504,0.003968253968253968
sp|P25567|SRO9_YEAST,3,434,0.0069124423963133645
sp|P27466|KCC1_YEAST,2,446,0.004484304932735426
sp|P26637|SYLC_YEAST,2,1090,0.001834862385321101
sp|P24279|MCM3_YEAST,1,971,0.0010298661174047373
sp|P20604|PP11_YEAST,1,311,0.003215434083601286
sp|P21576|VPS1_YEAST,2,704,0.002840909090909091
sp|P25368|RRP7_YEAST,2,297,0.006734006734006734
sp|P25386|USO1_YEAST,5,1790,0.002793296089385475
sp|P21304|PWP1_YEAST,1,576,0.001736111111111111
sp|P21339|MSB1_YEAST,1,1137,0.0008795074758135445
sp|P25296|CANB_YEAST,1,175,0.005714285714285714
sp|P22517|KCC2_YEAST,1,447,0.0022371364653243847
sp|P24031|PPA3_YEAST,1,467,0.0021413276231263384
sp|P24783|DBP2_YEAST,2,546,0.003663003663003663
sp|P27476|NSR1_YEAST,2,414,0.004830917874396135
sp|P25357|SNT1_YEAST,1,1226,0.0008156606851549756
sp|P22138|RPA2_YEAST,2,1203,0.0016625103906899418
sp|P29704|FDFT_YEAST,3,444,0.006756756756756757
sp|P23201|SPA2_YEAST,3,1466,0.0020463847203274215
sp|P28319|CWP1_YEAST,2,239,0.008368200836820083
sp|P29952|MPI_YEAST,2,429,0.004662004662004662
sp|P25443|RS2_YEAST,1,254,0.003937007874015748
sp|P22137|CLH_YEAST,3,1653,0.0018148820326678765
sp|P26783|RS5_YEAST,1,225,0.0044444444444444444
sp|P26321|RL5_YEAST,3,297,0.010101010101010102
sp|P36008|EF1G2_YEAST,2,412,0.0048543689320388345
sp|P36094|SPC42_YEAST,1,363,0.0027548209366391185
sp|P32767|KA122_YEAST,1,1081,0.0009250693802035153
sp|P32626|ENOPH_YEAST,2,227,0.00881057268722467
sp|P33297|PRS6A_YEAST,1,434,0.002304147465437788
sp|P32590|HSP79_YEAST,2,693,0.002886002886002886
sp|P39682|PRP39_YEAST,1,629,0.001589825119236884
sp|P38986|ASPG1_YEAST,2,381,0.005249343832020997
sp|P36126|SPO14_YEAST,1,1683,0.0005941770647653001
sp|P38187|UBP13_YEAST,1,747,0.0013386880856760374
sp|P36114|YKR18_YEAST,2,725,0.002758620689655172
sp|P39987|HSP7E_YEAST,1,644,0.0015527950310559005
sp|P39904|VPS52_YEAST,1,641,0.0015600624024961
sp|P36018|YPT52_YEAST,1,234,0.004273504273504274
sp|P35180|TOM20_YEAST,1,183,0.00546448087431694
sp|P38138|GLU2A_YEAST,1,954,0.0010482180293501049
sp|P32913|VPS17_YEAST,1,551,0.0018148820326678765
sp|P38875|GPI16_YEAST,1,610,0.001639344262295082
sp|P38283|SLI15_YEAST,2,698,0.0028653295128939827
sp|P35202|THI80_YEAST,3,319,0.009404388714733543
sp|P33298|PRS6B_YEAST,1,428,0.002336448598130841
sp|P38828|LSM12_YEAST,1,187,0.0053475935828877
sp|P33416|HSP78_YEAST,1,811,0.0012330456226880395
sp|P38302|NTC20_YEAST,1,140,0.007142857142857143
sp|P38884|AIM18_YEAST,1,321,0.003115264797507788
sp|P32589|HSP7F_YEAST,4,693,0.005772005772005772
sp|P34162|MED20_YEAST,1,210,0.004761904761904762
sp|P38328|ARPC1_YEAST,2,384,0.005208333333333333
sp|P38869|SVP26_YEAST,1,228,0.0043859649122807015
sp|P38688|SRP72_YEAST,1,640,0.0015625
sp|P39533|ACON2_YEAST,2,789,0.0025348542458808617
sp|P38244|M28P1_YEAST,1,976,0.0010245901639344263
sp|P34110|VPS35_YEAST,1,944,0.001059322033898305
sp|P38697|IMDH2_YEAST,1,523,0.0019120458891013384
sp|P32583|SRP40_YEAST,1,406,0.0024630541871921183
sp|P36123|SA190_YEAST,1,1033,0.000968054211035818
sp|P33309|DOM34_YEAST,1,386,0.0025906735751295338
sp|P36154|AIM29_YEAST,1,155,0.0064516129032258064
sp|P38193|PP4R2_YEAST,1,441,0.0022675736961451248
sp|P38932|VPS45_YEAST,1,577,0.0017331022530329288
sp|P34160|NCBP1_YEAST,1,861,0.0011614401858304297
sp|P32524|PRP21_YEAST,1,280,0.0035714285714285713
sp|P32628|RAD23_YEAST,2,398,0.005025125628140704
sp|P39743|RV167_YEAST,1,482,0.002074688796680498
sp|P38089|PP2C4_YEAST,1,393,0.002544529262086514
sp|P39685|PO152_YEAST,2,1337,0.0014958863126402393
sp|P38968|SEC31_YEAST,4,1273,0.003142183817753339
sp|P32453|ATP11_YEAST,1,318,0.0031446540880503146
sp|P38249|EIF3A_YEAST,4,964,0.004149377593360996
sp|P31380|FUN30_YEAST,1,1131,0.0008841732979664014
sp|P32523|PRP19_YEAST,1,503,0.0019880715705765406
sp|P38814|SBE22_YEAST,1,852,0.0011737089201877935
sp|P38615|RIM11_YEAST,1,370,0.002702702702702703
sp|P32319|VPS10_YEAST,3,1579,0.0018999366687777073
sp|P36161|NU133_YEAST,3,1157,0.0025929127052722557
sp|P33420|NIP80_YEAST,1,868,0.001152073732718894
sp|P38231|FMP23_YEAST,1,175,0.005714285714285714
sp|P38626|NCB5R_YEAST,2,284,0.007042253521126761
sp|P32793|YSC84_YEAST,2,468,0.004273504273504274
sp|P38959|VPS41_YEAST,2,992,0.0020161290322580645
sp|P38863|SPC97_YEAST,1,823,0.001215066828675577
sp|P38781|RSC30_YEAST,1,883,0.0011325028312570782
sp|P31539|HS104_YEAST,1,908,0.0011013215859030838
sp|P38886|RPN10_YEAST,1,268,0.0037313432835820895
sp|P32787|MG101_YEAST,1,269,0.0037174721189591076
sp|P32644|ECM32_YEAST,2,1121,0.001784121320249777
sp|P35729|NU120_YEAST,2,1037,0.0019286403085824494
sp|P36046|MIA40_YEAST,2,403,0.004962779156327543
sp|P32558|SPT16_YEAST,7,1035,0.00676328502415459
sp|P39935|IF4F1_YEAST,3,952,0.0031512605042016808
sp|P38261|EXO84_YEAST,1,753,0.0013280212483399733
sp|P39705|NUP60_YEAST,2,539,0.0037105751391465678
sp|P32497|EIF3C_YEAST,2,812,0.0024630541871921183
sp|P32591|SWI3_YEAST,1,825,0.0012121212121212121
sp|P32598|PP12_YEAST,1,312,0.003205128205128205
sp|P38715|GRE3_YEAST,1,327,0.0030581039755351682
sp|P32500|NDC1_YEAST,1,655,0.0015267175572519084
sp|P38256|YBU6_YEAST,1,230,0.004347826086956522
sp|P38353|SSH1_YEAST,1,490,0.0020408163265306124
sp|P37296|STV1_YEAST,1,890,0.0011235955056179776
sp|P33749|MSN4_YEAST,1,630,0.0015873015873015873
sp|P33307|CSE1_YEAST,1,960,0.0010416666666666667
sp|P38131|KTR4_YEAST,1,464,0.0021551724137931034
sp|P38694|MSC7_YEAST,1,644,0.0015527950310559005
sp|P38779|CIC1_YEAST,1,376,0.0026595744680851063
sp|P39958|GDI1_YEAST,1,451,0.0022172949002217295
sp|P33401|PGM1_YEAST,1,570,0.0017543859649122807
sp|P31374|PSK1_YEAST,1,1356,0.0007374631268436578
sp|P32331|YMC1_YEAST,1,307,0.003257328990228013
sp|P38629|RFC3_YEAST,1,340,0.0029411764705882353
sp|P32445|RIM1_YEAST,1,135,0.007407407407407408
sp|P32263|P5CR_YEAST,1,286,0.0034965034965034965
sp|P32895|KPR1_YEAST,1,427,0.00234192037470726
sp|P34163|TGL1_YEAST,1,548,0.0018248175182481751
sp|P38225|FAT1_YEAST,1,669,0.0014947683109118087
sp|P38746|YLF2_YEAST,1,405,0.0024691358024691358
sp|P39526|LAA1_YEAST,1,2014,0.0004965243296921549
sp|P35691|TCTP_YEAST,1,167,0.005988023952095809
sp|P38870|YHY2_YEAST,1,785,0.0012738853503184713
sp|P33302|PDR5_YEAST,1,1511,0.0006618133686300463
sp|P39005|KRE9_YEAST,1,276,0.0036231884057971015
sp|P39995|EAF5_YEAST,1,279,0.0035842293906810036
sp|P32499|NUP2_YEAST,1,720,0.001388888888888889
sp|P38707|SYNC_YEAST,1,554,0.0018050541516245488
sp|P37012|PGM2_YEAST,1,569,0.0017574692442882249
sp|P34760|TSA1_YEAST,2,196,0.01020408163265306
sp|P38164|SEA4_YEAST,1,1038,0.0009633911368015414
sp|P33334|PRP8_YEAST,1,2413,0.0004144218814753419
sp|P31378|NTH1_YEAST,1,399,0.002506265664160401
sp|P32386|YBT1_YEAST,1,1661,0.0006020469596628537
sp|P38630|RFC1_YEAST,2,861,0.0023228803716608595
sp|P38859|DNA2_YEAST,1,1522,0.000657030223390276
sp|P38325|OM14_YEAST,1,134,0.007462686567164179
sp|P39986|ATC6_YEAST,1,1215,0.0008230452674897119
sp|P33448|TOM6_YEAST,1,61,0.01639344262295082
sp|P32611|RML2_YEAST,1,393,0.002544529262086514
sp|P38120|RT09_YEAST,1,278,0.0035971223021582736
sp|P39729|RBG1_YEAST,1,369,0.0027100271002710027
