Protein,Peptide Count,Protein Length,Normalized Peptide Count
sp|P01098|STF1_YEAST,1,86,0.011627906976744186
sp|P05738|RL9A_YEAST,3,191,0.015706806282722512
sp|P08536|MET3_YEAST,1,511,0.0019569471624266144
sp|P09547|SWI1_YEAST,1,1314,0.00076103500761035
sp|P06100|NOT2_YEAST,3,191,0.015706806282722512
sp|P04039|COX8_YEAST,1,78,0.01282051282051282
sp|P05375|PEM2_YEAST,1,206,0.0048543689320388345
sp|P00044|CYC1_YEAST,1,109,0.009174311926605505
sp|P07275|PUT2_YEAST,8,575,0.01391304347826087
sp|P02406|RL28_YEAST,13,149,0.087248322147651
sp|P07236|SYTM_YEAST,1,462,0.0021645021645021645
sp|P09733|TBA1_YEAST,12,447,0.026845637583892617
sp|P07253|CBP6_YEAST,2,162,0.012345679012345678
sp|P0CT04|IPB2_YEAST,2,75,0.02666666666666667
sp|P06785|TYSY_YEAST,9,304,0.029605263157894735
sp|P00410|COX2_YEAST,2,251,0.00796812749003984
sp|P07255|COX9_YEAST,1,59,0.01694915254237288
sp|P00128|QCR7_YEAST,5,127,0.03937007874015748
sp|P00572|KTHY_YEAST,2,216,0.009259259259259259
sp|P07258|CARA_YEAST,4,411,0.009732360097323601
sp|P08638|LEUR_YEAST,1,886,0.001128668171557562
sp|P00546|CDK1_YEAST,4,298,0.013422818791946308
sp|P04051|RPC1_YEAST,12,1460,0.00821917808219178
sp|P07347|ARD1_YEAST,8,238,0.03361344537815126
sp|P00427|COX6_YEAST,7,148,0.0472972972972973
sp|P04037|COX4_YEAST,4,155,0.025806451612903226
sp|P02400|RLA4_YEAST,16,110,0.14545454545454545
sp|P09734|TBA3_YEAST,12,445,0.02696629213483146
sp|P08067|UCRI_YEAST,2,215,0.009302325581395349
sp|P07271|PIF1_YEAST,1,859,0.0011641443538998836
sp|P06843|SPT2_YEAST,1,333,0.003003003003003003
sp|P08466|NUC1_YEAST,4,329,0.0121580547112462
sp|P00330|ADH1_YEAST,37,348,0.10632183908045977
sp|P04786|TOP1_YEAST,4,769,0.005201560468140442
sp|P07269|PHO2_YEAST,2,559,0.0035778175313059034
sp|P02992|EFTU_YEAST,18,437,0.041189931350114416
sp|P09959|SWI6_YEAST,3,803,0.0037359900373599006
sp|P06168|ILV5_YEAST,43,395,0.10886075949367088
sp|P07277|KIME_YEAST,6,443,0.013544018058690745
sp|P00724|INV2_YEAST,7,532,0.013157894736842105
sp|P07257|QCR2_YEAST,19,368,0.051630434782608696
sp|P09950|HEM1_YEAST,6,548,0.010948905109489052
sp|P03875|AI1M_YEAST,2,834,0.002398081534772182
sp|P07246|ADH3_YEAST,18,375,0.048
sp|P08004|CHS1_YEAST,5,1131,0.004420866489832007
sp|P03871|REP1_YEAST,3,373,0.00804289544235925
sp|P06780|RHO1_YEAST,6,209,0.028708133971291867
sp|P00635|PPA5_YEAST,3,467,0.006423982869379015
sp|P03872|REP2_YEAST,4,296,0.013513513513513514
sp|P05755|RS9B_YEAST,2,195,0.010256410256410256
sp|P06633|HIS7_YEAST,5,220,0.022727272727272728
sp|P07278|KAPR_YEAST,11,416,0.026442307692307692
sp|P07251|ATPA_YEAST,22,545,0.04036697247706422
sp|P00729|CBPY_YEAST,5,532,0.009398496240601503
sp|P06773|DCTD_YEAST,2,312,0.00641025641025641
sp|P07266|MRS1_YEAST,1,363,0.0027548209366391185
sp|P07260|IF4E_YEAST,10,213,0.046948356807511735
sp|P04076|ARLY_YEAST,8,463,0.017278617710583154
sp|P07274|PROF_YEAST,6,126,0.047619047619047616
sp|P06787|CALM_YEAST,5,147,0.034013605442176874
sp|P04807|HXKB_YEAST,51,486,0.10493827160493827
sp|P02381|RMAR_YEAST,3,398,0.007537688442211055
sp|P01097|ATIF_YEAST,1,85,0.011764705882352941
sp|P00927|THDH_YEAST,22,576,0.03819444444444445
sp|P07560|SEC4_YEAST,5,215,0.023255813953488372
sp|P07262|DHE4_YEAST,21,454,0.046255506607929514
sp|P00815|HIS2_YEAST,33,799,0.04130162703379224
sp|P04802|SYDC_YEAST,40,557,0.0718132854578097
sp|P06782|SNF1_YEAST,9,633,0.014218009478672985
sp|P09938|RIR2_YEAST,15,399,0.03759398496240601
sp|P08678|CYAA_YEAST,9,2026,0.004442250740375123
sp|P09232|PRTB_YEAST,4,635,0.006299212598425197
sp|P07285|TRPD_YEAST,4,380,0.010526315789473684
sp|P00812|ARGI_YEAST,8,333,0.024024024024024024
sp|P04806|HXKA_YEAST,27,485,0.05567010309278351
sp|P05374|CHO2_YEAST,5,869,0.005753739930955121
sp|P00899|TRPE_YEAST,16,507,0.03155818540433925
sp|P09436|SYIC_YEAST,54,1072,0.05037313432835821
sp|P04046|PUR1_YEAST,13,510,0.025490196078431372
sp|P00830|ATPB_YEAST,33,511,0.06457925636007827
sp|P09064|IF2B_YEAST,11,285,0.03859649122807018
sp|P00942|TPIS_YEAST,26,248,0.10483870967741936
sp|P05319|RLA2_YEAST,11,106,0.10377358490566038
sp|P00498|HIS1_YEAST,12,297,0.04040404040404041
sp|P06102|NOT3_YEAST,6,836,0.007177033492822967
sp|P04050|RPB1_YEAST,30,1733,0.017311021350259664
sp|P08539|GPA1_YEAST,5,472,0.01059322033898305
sp|P07172|HIS8_YEAST,10,385,0.025974025974025976
sp|P04161|PUR3_YEAST,4,214,0.018691588785046728
sp|P06786|TOP2_YEAST,22,1428,0.015406162464985995
sp|P00925|ENO2_YEAST,89,437,0.2036613272311213
sp|P09624|DLDH_YEAST,17,499,0.03406813627254509
sp|P06208|LEU1_YEAST,15,619,0.024232633279483037
sp|P08566|ARO1_YEAST,47,1588,0.02959697732997481
sp|P08417|FUMH_YEAST,15,488,0.030737704918032786
sp|P03965|CARB_YEAST,28,1118,0.025044722719141325
sp|P01123|YPT1_YEAST,11,206,0.05339805825242718
sp|P00958|SYMC_YEAST,34,751,0.045272969374167776
sp|P00431|CCPR_YEAST,16,361,0.0443213296398892
sp|P00924|ENO1_YEAST,19,437,0.043478260869565216
sp|P08518|RPB2_YEAST,27,1224,0.022058823529411766
sp|P06738|PHSG_YEAST,26,902,0.028824833702882482
sp|P07245|C1TC_YEAST,39,946,0.0412262156448203
sp|P05739|RL6B_YEAST,10,176,0.056818181818181816
sp|P08432|DCOR_YEAST,1,466,0.002145922746781116
sp|P07259|PYR1_YEAST,97,2214,0.043812104787714544
sp|P05737|RL7A_YEAST,1,244,0.004098360655737705
sp|P09880|TRNL_YEAST,8,827,0.009673518742442563
sp|P07256|QCR1_YEAST,13,457,0.028446389496717725
sp|P01119|RAS1_YEAST,4,309,0.012944983818770227
sp|P05626|ATPF_YEAST,4,244,0.01639344262295082
sp|P05030|PMA1_YEAST,16,918,0.017429193899782137
sp|P08524|FPPS_YEAST,17,352,0.048295454545454544
sp|P04456|RL25_YEAST,17,142,0.11971830985915492
sp|P04650|RL39_YEAST,4,51,0.0784313725490196
sp|P09620|KEX1_YEAST,4,729,0.0054869684499314125
sp|P08964|MYO1_YEAST,9,1928,0.00466804979253112
sp|P06634|DED1_YEAST,30,604,0.04966887417218543
sp|P05317|RLA0_YEAST,21,312,0.0673076923076923
sp|P07342|ILVB_YEAST,24,687,0.034934497816593885
sp|P07284|SYSC_YEAST,36,462,0.07792207792207792
sp|P02994|EF1A_YEAST,104,458,0.22707423580786026
sp|P07270|PHO4_YEAST,2,312,0.00641025641025641
sp|P00358|G3P2_YEAST,9,332,0.02710843373493976
sp|P07267|CARP_YEAST,16,405,0.03950617283950617
sp|P06244|KAPA_YEAST,1,397,0.0025188916876574307
sp|P07170|KAD2_YEAST,18,222,0.08108108108108109
sp|P07264|LEUC_YEAST,42,779,0.05391527599486521
sp|P09440|C1TM_YEAST,24,975,0.024615384615384615
sp|P07149|FAS1_YEAST,113,2051,0.05509507557289127
sp|P00950|PMG1_YEAST,46,247,0.1862348178137652
sp|P05694|METE_YEAST,47,767,0.061277705345501955
sp|P00359|G3P3_YEAST,21,332,0.06325301204819277
sp|P00937|TRPG_YEAST,14,484,0.028925619834710745
sp|P09457|ATPO_YEAST,12,212,0.05660377358490566
sp|P00360|G3P1_YEAST,17,332,0.05120481927710843
sp|P07244|PUR2_YEAST,40,802,0.04987531172069826
sp|P00817|IPYR_YEAST,26,287,0.09059233449477352
sp|P05373|HEM2_YEAST,12,342,0.03508771929824561
sp|P01120|RAS2_YEAST,10,322,0.031055900621118012
sp|P08018|PBS2_YEAST,3,668,0.004491017964071856
sp|P04801|SYTC_YEAST,42,734,0.05722070844686648
sp|P05756|RS13_YEAST,21,151,0.1390728476821192
sp|P07702|LYS2_YEAST,35,1392,0.02514367816091954
sp|P05453|ERF3_YEAST,27,685,0.03941605839416058
sp|P07273|TFS2_YEAST,11,309,0.03559870550161812
sp|P00445|SODC_YEAST,12,154,0.07792207792207792
sp|P04147|PABP_YEAST,52,577,0.09012131715771231
sp|P06169|PDC1_YEAST,112,563,0.1989342806394316
sp|P08456|PSS_YEAST,2,276,0.007246376811594203
sp|P07807|DYR_YEAST,1,211,0.004739336492890996
sp|P06197|PIS_YEAST,6,220,0.02727272727272727
sp|P07143|CY1_YEAST,7,309,0.022653721682847898
sp|P07991|OAT_YEAST,20,424,0.04716981132075472
sp|P07806|SYV_YEAST,41,1104,0.03713768115942029
sp|P07283|PMM_YEAST,15,254,0.05905511811023622
sp|P00931|TRP_YEAST,32,707,0.04526166902404526
sp|P07263|SYH_YEAST,22,546,0.040293040293040296
sp|P00560|PGK_YEAST,98,416,0.23557692307692307
sp|P02557|TBB_YEAST,24,457,0.0525164113785558
sp|P05750|RS3_YEAST,37,240,0.15416666666666667
sp|P15790|CSK21_YEAST,1,372,0.002688172043010753
sp|P18496|ATP10_YEAST,1,279,0.0035842293906810036
sp|O60200|MDM35_YEAST,2,86,0.023255813953488372
sp|P11484|HSP75_YEAST,6,613,0.009787928221859706
sp|P19211|IF5A2_YEAST,3,157,0.01910828025477707
sp|P12753|RAD50_YEAST,1,1312,0.0007621951219512195
sp|P11655|SEC12_YEAST,1,471,0.0021231422505307855
sp|P19658|EXO70_YEAST,4,623,0.006420545746388443
sp|P12683|HMDH1_YEAST,5,1054,0.004743833017077799
sp|P15367|SEC11_YEAST,1,167,0.005988023952095809
sp|P14693|SAM35_YEAST,2,329,0.0060790273556231
sp|P12684|HMDH2_YEAST,6,1045,0.005741626794258373
sp|P19454|CSK22_YEAST,6,339,0.017699115044247787
sp|P17157|PHO85_YEAST,1,305,0.003278688524590164
sp|P19358|METK2_YEAST,7,384,0.018229166666666668
sp|P14741|EI2BA_YEAST,5,305,0.01639344262295082
sp|P17649|GABAT_YEAST,15,471,0.03184713375796178
sp|P15424|MS116_YEAST,9,664,0.01355421686746988
sp|P11433|CDC24_YEAST,3,854,0.00351288056206089
sp|P17442|PHO81_YEAST,14,1178,0.011884550084889643
sp|P10862|RAD18_YEAST,1,487,0.002053388090349076
sp|P11633|NHP6B_YEAST,4,99,0.04040404040404041
sp|P13517|CAPZB_YEAST,5,287,0.017421602787456445
sp|P19073|CDC42_YEAST,4,191,0.020942408376963352
sp|P18899|DDR48_YEAST,7,430,0.01627906976744186
sp|P10659|METK1_YEAST,15,382,0.03926701570680628
sp|P14747|PP2B2_YEAST,6,604,0.009933774834437087
sp|P14906|SEC63_YEAST,17,663,0.02564102564102564
sp|P17695|GLRX2_YEAST,4,143,0.027972027972027972
sp|P15303|SEC23_YEAST,33,768,0.04296875
sp|P11632|NHP6A_YEAST,5,93,0.053763440860215055
sp|P02309|H4_YEAST,8,103,0.07766990291262135
sp|P12754|EI2BD_YEAST,13,651,0.019969278033794162
sp|P18759|SEC18_YEAST,15,758,0.01978891820580475
sp|P16862|PFKA2_YEAST,49,959,0.051094890510948905
sp|P13574|STE12_YEAST,4,688,0.005813953488372093
sp|P12962|CAF20_YEAST,4,161,0.024844720496894408
sp|P10592|HSP72_YEAST,31,639,0.048513302034428794
sp|P10591|HSP71_YEAST,28,642,0.04361370716510903
sp|P16474|GRP78_YEAST,35,682,0.051319648093841645
sp|P15992|HSP26_YEAST,11,214,0.0514018691588785
sp|P15108|HSC82_YEAST,17,705,0.024113475177304965
sp|P19263|MED14_YEAST,3,1082,0.0027726432532347504
sp|P10080|SSBP1_YEAST,11,294,0.03741496598639456
sp|P19882|HSP60_YEAST,49,572,0.08566433566433566
sp|P16861|PFKA1_YEAST,63,987,0.06382978723404255
sp|P19659|MED15_YEAST,5,1081,0.004625346901017576
sp|P18963|IRA1_YEAST,1,3092,0.0003234152652005175
sp|P12686|RT13_YEAST,1,339,0.0029498525073746312
sp|P18961|YPK2_YEAST,1,677,0.0014771048744460858
sp|P10127|ADH4_YEAST,1,382,0.002617801047120419
sp|P12383|PDR1_YEAST,1,1068,0.0009363295880149813
sp|P14681|KSS1_YEAST,1,368,0.002717391304347826
sp|P14772|BPT1_YEAST,1,1559,0.0006414368184733803
sp|P19146|ARF2_YEAST,1,181,0.0055248618784530384
sp|P11325|SYLM_YEAST,2,894,0.0022371364653243847
sp|P14306|CPYI_YEAST,3,219,0.0136986301369863
sp|P14908|MTF1_YEAST,1,341,0.002932551319648094
sp|P10614|CP51_YEAST,11,530,0.020754716981132074
sp|P13712|MSI1_YEAST,1,422,0.002369668246445498
sp|P17558|RTPT_YEAST,1,318,0.0031446540880503146
sp|P13134|KEX2_YEAST,1,814,0.0012285012285012285
sp|P14736|RAD4_YEAST,3,754,0.003978779840848806
sp|P12866|STE6_YEAST,1,1290,0.0007751937984496124
sp|P12687|RM02_YEAST,1,371,0.0026954177897574125
sp|P19956|RM44_YEAST,1,98,0.01020408163265306
sp|P18238|ADT3_YEAST,2,307,0.006514657980456026
sp|P11076|ARF1_YEAST,2,181,0.011049723756906077
sp|P13433|RPOM_YEAST,2,1351,0.0014803849000740192
sp|P10622|RLA3_YEAST,4,106,0.03773584905660377
sp|P11154|PYC1_YEAST,4,1178,0.003395585738539898
sp|P19880|YAP1_YEAST,3,650,0.004615384615384616
sp|P17883|SKI3_YEAST,12,1432,0.008379888268156424
sp|P10356|YEY2_YEAST,3,443,0.006772009029345372
sp|P17064|FCY2_YEAST,2,533,0.00375234521575985
sp|P16892|FUS3_YEAST,1,353,0.0028328611898017
sp|P10664|RL4A_YEAST,2,362,0.0055248618784530384
sp|P19158|IRA2_YEAST,1,3079,0.0003247807729782397
sp|P12630|BAR1_YEAST,5,587,0.008517887563884156
sp|P11792|SCH9_YEAST,3,824,0.0036407766990291263
sp|P17065|SEC2_YEAST,1,759,0.0013175230566534915
sp|P10363|PRI1_YEAST,4,409,0.009779951100244499
sp|P14063|RM31_YEAST,1,131,0.007633587786259542
sp|P18962|DAP2_YEAST,4,818,0.004889975550122249
sp|P15731|UBC4_YEAST,3,148,0.02027027027027027
sp|P15179|SYDM_YEAST,2,658,0.00303951367781155
sp|P18480|SNF5_YEAST,1,905,0.0011049723756906078
sp|P13185|KIN1_YEAST,1,1064,0.0009398496240601503
sp|P16467|PDC5_YEAST,4,563,0.007104795737122558
sp|P19955|RT31_YEAST,3,123,0.024390243902439025
sp|P14065|GCY1_YEAST,3,312,0.009615384615384616
sp|P18239|ADT2_YEAST,9,318,0.02830188679245283
sp|P12904|AAKG_YEAST,8,322,0.024844720496894408
sp|P18888|SNF6_YEAST,1,332,0.0030120481927710845
sp|P17890|RPC7_YEAST,3,251,0.01195219123505976
sp|P15436|DPOD_YEAST,2,1097,0.0018231540565177757
sp|P15873|PCNA_YEAST,11,258,0.04263565891472868
sp|P17505|MDHM_YEAST,20,334,0.059880239520958084
sp|P17423|KHSE_YEAST,9,357,0.025210084033613446
sp|P14682|UBC3_YEAST,3,295,0.010169491525423728
sp|P15496|IDI1_YEAST,8,288,0.027777777777777776
sp|P13856|RSR1_YEAST,2,272,0.007352941176470588
sp|P19812|UBR1_YEAST,6,1950,0.003076923076923077
sp|P12945|NAT1_YEAST,29,854,0.03395784543325527
sp|P14907|NSP1_YEAST,18,823,0.02187120291616039
sp|P13382|DPOA_YEAST,8,1468,0.005449591280653951
sp|P19262|ODO2_YEAST,10,463,0.02159827213822894
sp|P11978|SIR4_YEAST,1,1358,0.0007363770250368188
sp|P13586|ATC1_YEAST,7,950,0.007368421052631579
sp|P15315|CUP2_YEAST,1,225,0.0044444444444444444
sp|P19881|PNPP_YEAST,8,312,0.02564102564102564
sp|P14832|CYPH_YEAST,21,162,0.12962962962962962
sp|P12868|PEP5_YEAST,3,1029,0.0029154518950437317
sp|P15703|BGL2_YEAST,8,313,0.025559105431309903
sp|P12611|WHI2_YEAST,3,486,0.006172839506172839
sp|P14922|CYC8_YEAST,13,966,0.013457556935817806
sp|P15274|AMPD_YEAST,14,810,0.01728395061728395
sp|P15442|GCN2_YEAST,2,1659,0.0012055455093429777
sp|P14742|GFA1_YEAST,29,717,0.040446304044630406
sp|P11745|RNA1_YEAST,21,407,0.051597051597051594
sp|P14164|ABF1_YEAST,4,731,0.005471956224350205
sp|P17106|CBF1_YEAST,4,351,0.011396011396011397
sp|P12688|YPK1_YEAST,6,680,0.008823529411764706
sp|P14843|AROF_YEAST,9,370,0.024324324324324326
sp|P10823|GPA2_YEAST,1,449,0.0022271714922048997
sp|P15646|FBRL_YEAST,18,327,0.05504587155963303
sp|P14020|DPM1_YEAST,17,267,0.06367041198501873
sp|P16550|APA1_YEAST,18,321,0.056074766355140186
sp|P16387|ODPA_YEAST,21,420,0.05
sp|P16622|HEMH_YEAST,12,393,0.030534351145038167
sp|P11914|MPPA_YEAST,6,482,0.012448132780082987
sp|P11412|G6PD_YEAST,15,505,0.0297029702970297
sp|P15565|TRM1_YEAST,8,570,0.014035087719298246
sp|P12612|TCPA_YEAST,25,559,0.044722719141323794
sp|P10863|TIR1_YEAST,1,254,0.003937007874015748
sp|P16547|OM45_YEAST,2,393,0.005089058524173028
sp|P10081|IF4A_YEAST,37,395,0.09367088607594937
sp|P10964|RPA1_YEAST,44,1664,0.026442307692307692
sp|P11938|RAP1_YEAST,9,827,0.010882708585247884
sp|P10507|MPPB_YEAST,7,462,0.015151515151515152
sp|P16370|RPB3_YEAST,6,318,0.018867924528301886
sp|P15624|SYFB_YEAST,32,595,0.05378151260504202
sp|P16451|ODPX_YEAST,7,410,0.01707317073170732
sp|P13298|PYRE_YEAST,15,226,0.06637168141592921
sp|P15454|KGUA_YEAST,10,187,0.053475935828877004
sp|P16120|THRC_YEAST,31,514,0.06031128404669261
sp|P10662|RT01_YEAST,5,321,0.01557632398753894
sp|P19414|ACON_YEAST,29,778,0.037275064267352186
sp|P16661|ALG1_YEAST,2,449,0.004454342984409799
sp|P11972|SST2_YEAST,11,698,0.015759312320916905
sp|P19524|MYO2_YEAST,20,1574,0.012706480304955527
sp|P17709|HXKG_YEAST,28,500,0.056
sp|P16603|NCPR_YEAST,26,691,0.03762662807525326
sp|P14904|AMPL_YEAST,21,514,0.04085603112840467
sp|P13259|PCY1_YEAST,2,424,0.0047169811320754715
sp|P17891|CLC1_YEAST,13,233,0.055793991416309016
sp|P11353|HEM6_YEAST,10,328,0.03048780487804878
sp|P12385|ERF1_YEAST,18,437,0.041189931350114416
sp|P17898|CPT1_YEAST,2,393,0.005089058524173028
sp|P11075|SEC7_YEAST,32,2009,0.015928322548531607
sp|P17076|RL8A_YEAST,9,256,0.03515625
sp|P16521|EF3A_YEAST,92,1044,0.08812260536398467
sp|P12689|REV1_YEAST,1,985,0.0010152284263959391
sp|P15625|SYFA_YEAST,21,503,0.041749502982107355
sp|P16140|VATB_YEAST,53,517,0.10251450676982592
sp|P15019|TAL1_YEAST,21,335,0.0626865671641791
sp|P15180|SYKC_YEAST,35,591,0.05922165820642978
sp|P19097|FAS2_YEAST,134,1887,0.07101218865924748
sp|P12709|G6PI_YEAST,50,554,0.09025270758122744
sp|P13663|DHAS_YEAST,23,365,0.06301369863013699
sp|P13186|KIN2_YEAST,5,1147,0.004359197907585004
sp|P17536|TPM1_YEAST,23,199,0.11557788944723618
sp|P17255|VATA_YEAST,83,1071,0.07749766573295985
sp|P14120|RL30_YEAST,11,105,0.10476190476190476
sp|P16649|TUP1_YEAST,23,713,0.03225806451612903
sp|P12695|ODP2_YEAST,20,482,0.04149377593360996
sp|P15891|ABP1_YEAST,36,592,0.060810810810810814
sp|P15705|STI1_YEAST,43,589,0.0730050933786078
sp|P18900|COQ1_YEAST,7,473,0.014799154334038054
sp|P18851|GBB_YEAST,3,423,0.0070921985815602835
sp|P18852|GBG_YEAST,4,110,0.03636363636363636
sp|P10961|HSF_YEAST,4,833,0.004801920768307323
sp|P18562|UPP_YEAST,13,216,0.06018518518518518
sp|P17555|CAP_YEAST,13,526,0.024714828897338403
sp|P14743|NMT_YEAST,9,455,0.01978021978021978
sp|P13393|TBP_YEAST,4,240,0.016666666666666666
sp|P15700|KCY_YEAST,9,204,0.04411764705882353
sp|P11491|PPB_YEAST,8,566,0.014134275618374558
sp|P14540|ALF_YEAST,68,359,0.1894150417827298
sp|P12887|UNG_YEAST,3,359,0.008356545961002786
sp|P17967|PDI_YEAST,40,522,0.07662835249042145
sp|P14126|RL3_YEAST,48,387,0.12403100775193798
sp|P13188|SYQ_YEAST,37,809,0.04573547589616811
sp|P23394|PRP28_YEAST,1,588,0.0017006802721088435
sp|P23595|PP2A2_YEAST,1,377,0.002652519893899204
sp|P22219|VPS15_YEAST,1,1454,0.000687757909215956
sp|P28239|IPYR2_YEAST,1,310,0.0032258064516129032
sp|P22214|SEC22_YEAST,3,214,0.014018691588785047
sp|P22139|RPAB5_YEAST,2,70,0.02857142857142857
sp|P20436|RPAB3_YEAST,2,146,0.0136986301369863
sp|P25627|BUD23_YEAST,2,275,0.007272727272727273
sp|P28000|RPAC2_YEAST,4,142,0.028169014084507043
sp|P22215|SLY41_YEAST,2,453,0.004415011037527594
sp|P22135|ATP12_YEAST,1,325,0.003076923076923077
sp|P20435|RPAB2_YEAST,2,155,0.012903225806451613
sp|P23287|PP2B1_YEAST,2,553,0.003616636528028933
sp|P25454|RAD51_YEAST,3,400,0.0075
sp|P27514|PHO91_YEAST,2,894,0.0022371364653243847
sp|P23301|IF5A1_YEAST,17,157,0.10828025477707007
sp|P25656|CDC50_YEAST,1,391,0.0025575447570332483
sp|P25373|GLRX1_YEAST,7,110,0.06363636363636363
sp|P25355|CTR86_YEAST,1,563,0.0017761989342806395
sp|P10869|AK_YEAST,10,527,0.018975332068311195
sp|P23644|TOM40_YEAST,7,387,0.01808785529715762
sp|P25298|RNA14_YEAST,5,677,0.007385524372230428
sp|P22202|HSP74_YEAST,6,642,0.009345794392523364
sp|P28495|CAPZA_YEAST,9,268,0.033582089552238806
sp|P22943|HSP12_YEAST,2,109,0.01834862385321101
sp|P29478|SEC65_YEAST,4,273,0.014652014652014652
sp|P22224|SEC15_YEAST,1,910,0.001098901098901099
sp|P28817|HIBCH_YEAST,2,500,0.004
sp|P23561|STE11_YEAST,1,717,0.001394700139470014
sp|P21306|ATP5E_YEAST,2,62,0.03225806451612903
sp|P20795|VPS33_YEAST,5,691,0.00723589001447178
sp|P25618|CWH43_YEAST,3,953,0.0031479538300104933
sp|P24280|SEC14_YEAST,20,304,0.06578947368421052
sp|P25299|RNA15_YEAST,4,296,0.013513513513513514
sp|P26784|RL16A_YEAST,12,199,0.06030150753768844
sp|P20434|RPAB1_YEAST,4,215,0.018604651162790697
sp|P29295|HRR25_YEAST,5,494,0.010121457489878543
sp|P25337|BUD31_YEAST,1,157,0.006369426751592357
sp|P20484|MAK11_YEAST,7,468,0.014957264957264958
sp|P27637|BUD14_YEAST,2,709,0.0028208744710860366
sp|P25342|CDC10_YEAST,9,322,0.027950310559006212
sp|P25554|SGF29_YEAST,4,259,0.015444015444015444
sp|P25343|RV161_YEAST,8,265,0.03018867924528302
sp|P29509|TRXB1_YEAST,13,319,0.04075235109717868
sp|P21825|SEC62_YEAST,3,274,0.010948905109489052
sp|P20424|SRP54_YEAST,13,541,0.024029574861367836
sp|P23248|RS3A2_YEAST,5,255,0.0196078431372549
sp|P23180|AIM17_YEAST,14,465,0.030107526881720432
sp|P25297|PHO84_YEAST,14,587,0.02385008517887564
sp|P29547|EF1G1_YEAST,20,415,0.04819277108433735
sp|P26785|RL16B_YEAST,10,198,0.050505050505050504
sp|P25694|CDC48_YEAST,57,835,0.06826347305389222
sp|P25559|DCC1_YEAST,1,380,0.002631578947368421
sp|P20457|PRI2_YEAST,1,528,0.001893939393939394
sp|P28778|RT06_YEAST,1,131,0.007633587786259542
sp|P28496|LAC1_YEAST,2,418,0.004784688995215311
sp|P23503|NAR1_YEAST,1,491,0.002036659877800407
sp|P22353|RM08_YEAST,1,238,0.004201680672268907
sp|P22470|SAN1_YEAST,1,610,0.001639344262295082
sp|P21951|DPOE_YEAST,1,2222,0.00045004500450045
sp|P24031|PPA3_YEAST,3,467,0.006423982869379015
