Protein,Peptide Count,Protein Length,Normalized Peptide Count
sp|P08018|PBS2_YEAST,2,668,0.0029940119760479044
sp|P07257|QCR2_YEAST,13,368,0.035326086956521736
sp|P07277|KIME_YEAST,7,443,0.01580135440180587
sp|P06168|ILV5_YEAST,37,395,0.09367088607594937
sp|P09232|PRTB_YEAST,5,635,0.007874015748031496
sp|P07172|HIS8_YEAST,10,385,0.025974025974025976
sp|P08518|RPB2_YEAST,16,1224,0.013071895424836602
sp|P07246|ADH3_YEAST,16,375,0.042666666666666665
sp|P09950|HEM1_YEAST,3,548,0.005474452554744526
sp|P09880|TRNL_YEAST,4,827,0.0048367593712212815
sp|P06782|SNF1_YEAST,7,633,0.011058451816745656
sp|P06633|HIS7_YEAST,3,220,0.013636363636363636
sp|P06780|RHO1_YEAST,6,209,0.028708133971291867
sp|P00635|PPA5_YEAST,3,467,0.006423982869379015
sp|P05755|RS9B_YEAST,2,195,0.010256410256410256
sp|P09624|DLDH_YEAST,12,499,0.02404809619238477
sp|P00729|CBPY_YEAST,6,532,0.011278195488721804
sp|P06773|DCTD_YEAST,1,312,0.003205128205128205
sp|P00812|ARGI_YEAST,6,333,0.018018018018018018
sp|P00937|TRPG_YEAST,11,484,0.022727272727272728
sp|P06738|PHSG_YEAST,25,902,0.02771618625277162
sp|P07260|IF4E_YEAST,11,213,0.051643192488262914
sp|P04076|ARLY_YEAST,5,463,0.01079913606911447
sp|P07274|PROF_YEAST,6,126,0.047619047619047616
sp|P06787|CALM_YEAST,6,147,0.04081632653061224
sp|P04807|HXKB_YEAST,47,486,0.09670781893004116
sp|P02381|RMAR_YEAST,1,398,0.002512562814070352
sp|P03872|REP2_YEAST,4,296,0.013513513513513514
sp|P00927|THDH_YEAST,16,576,0.027777777777777776
sp|P07560|SEC4_YEAST,6,215,0.027906976744186046
sp|P00815|HIS2_YEAST,34,799,0.0425531914893617
sp|P00330|ADH1_YEAST,29,348,0.08333333333333333
sp|P04802|SYDC_YEAST,35,557,0.06283662477558348
sp|P05318|RLA1_YEAST,1,106,0.009433962264150943
sp|P09938|RIR2_YEAST,13,399,0.03258145363408521
sp|P08678|CYAA_YEAST,6,2026,0.0029615004935834156
sp|P00830|ATPB_YEAST,31,511,0.060665362035225046
sp|P04051|RPC1_YEAST,10,1460,0.00684931506849315
sp|P07285|TRPD_YEAST,4,380,0.010526315789473684
sp|P04806|HXKA_YEAST,21,485,0.04329896907216495
sp|P05374|CHO2_YEAST,5,869,0.005753739930955121
sp|P06208|LEU1_YEAST,12,619,0.01938610662358643
sp|P04046|PUR1_YEAST,11,510,0.021568627450980392
sp|P00431|CCPR_YEAST,9,361,0.024930747922437674
sp|P09064|IF2B_YEAST,14,285,0.04912280701754386
sp|P00942|TPIS_YEAST,20,248,0.08064516129032258
sp|P05319|RLA2_YEAST,9,106,0.08490566037735849
sp|P00498|HIS1_YEAST,11,297,0.037037037037037035
sp|P00360|G3P1_YEAST,16,332,0.04819277108433735
sp|P09457|ATPO_YEAST,8,212,0.03773584905660377
sp|P07278|KAPR_YEAST,9,416,0.021634615384615384
sp|P06102|NOT3_YEAST,6,836,0.007177033492822967
sp|P08539|GPA1_YEAST,6,472,0.012711864406779662
sp|P07273|TFS2_YEAST,9,309,0.02912621359223301
sp|P07702|LYS2_YEAST,23,1392,0.016522988505747127
sp|P00925|ENO2_YEAST,76,437,0.17391304347826086
sp|P08417|FUMH_YEAST,13,488,0.02663934426229508
sp|P03965|CARB_YEAST,24,1118,0.02146690518783542
sp|P01097|ATIF_YEAST,2,85,0.023529411764705882
sp|P01123|YPT1_YEAST,10,206,0.04854368932038835
sp|P00958|SYMC_YEAST,28,751,0.037283621837549935
sp|P00924|ENO1_YEAST,18,437,0.041189931350114416
sp|P07245|C1TC_YEAST,43,946,0.045454545454545456
sp|P05739|RL6B_YEAST,7,176,0.03977272727272727
sp|P07259|PYR1_YEAST,86,2214,0.03884372177055104
sp|P05737|RL7A_YEAST,1,244,0.004098360655737705
sp|P07264|LEUC_YEAST,42,779,0.05391527599486521
sp|P08566|ARO1_YEAST,41,1588,0.025818639798488665
sp|P02994|EF1A_YEAST,97,458,0.21179039301310043
sp|P07256|QCR1_YEAST,13,457,0.028446389496717725
sp|P00899|TRPE_YEAST,18,507,0.03550295857988166
sp|P05626|ATPF_YEAST,5,244,0.020491803278688523
sp|P05030|PMA1_YEAST,16,918,0.017429193899782137
sp|P08524|FPPS_YEAST,16,352,0.045454545454545456
sp|P04050|RPB1_YEAST,31,1733,0.01788805539526832
sp|P04456|RL25_YEAST,15,142,0.1056338028169014
sp|P09440|C1TM_YEAST,23,975,0.02358974358974359
sp|P00817|IPYR_YEAST,23,287,0.08013937282229965
sp|P09436|SYIC_YEAST,47,1072,0.043843283582089554
sp|P09620|KEX1_YEAST,3,729,0.00411522633744856
sp|P08964|MYO1_YEAST,8,1928,0.004149377593360996
sp|P05317|RLA0_YEAST,18,312,0.057692307692307696
sp|P07342|ILVB_YEAST,18,687,0.026200873362445413
sp|P06634|DED1_YEAST,32,604,0.052980132450331126
sp|P07284|SYSC_YEAST,32,462,0.06926406926406926
sp|P07270|PHO4_YEAST,2,312,0.00641025641025641
sp|P01119|RAS1_YEAST,3,309,0.009708737864077669
sp|P00358|G3P2_YEAST,6,332,0.018072289156626505
sp|P07275|PUT2_YEAST,10,575,0.017391304347826087
sp|P07267|CARP_YEAST,18,405,0.044444444444444446
sp|P07170|KAD2_YEAST,19,222,0.08558558558558559
sp|P08525|QCR8_YEAST,1,94,0.010638297872340425
sp|P00447|SODM_YEAST,4,233,0.017167381974248927
sp|P07149|FAS1_YEAST,102,2051,0.04973183812774257
sp|P00950|PMG1_YEAST,41,247,0.1659919028340081
sp|P05694|METE_YEAST,37,767,0.048239895697522815
sp|P06786|TOP2_YEAST,20,1428,0.014005602240896359
sp|P07251|ATPA_YEAST,25,545,0.045871559633027525
sp|P07244|PUR2_YEAST,41,802,0.05112219451371571
sp|P00359|G3P3_YEAST,16,332,0.04819277108433735
sp|P01094|IPA3_YEAST,1,68,0.014705882352941176
sp|P05756|RS13_YEAST,20,151,0.13245033112582782
sp|P04801|SYTC_YEAST,39,734,0.05313351498637602
sp|P01120|RAS2_YEAST,7,322,0.021739130434782608
sp|P00445|SODC_YEAST,14,154,0.09090909090909091
sp|P04147|PABP_YEAST,46,577,0.07972270363951472
sp|P05453|ERF3_YEAST,28,685,0.040875912408759124
sp|P06169|PDC1_YEAST,92,563,0.16341030195381884
sp|P08456|PSS_YEAST,2,276,0.007246376811594203
sp|P07807|DYR_YEAST,1,211,0.004739336492890996
sp|P07806|SYV_YEAST,38,1104,0.034420289855072464
sp|P06197|PIS_YEAST,2,220,0.00909090909090909
sp|P07143|CY1_YEAST,5,309,0.016181229773462782
sp|P07991|OAT_YEAST,18,424,0.04245283018867924
sp|P00931|TRP_YEAST,31,707,0.04384724186704385
sp|P07283|PMM_YEAST,16,254,0.06299212598425197
sp|P07263|SYH_YEAST,19,546,0.0347985347985348
sp|P02557|TBB_YEAST,17,457,0.037199124726477024
sp|P05750|RS3_YEAST,28,240,0.11666666666666667
sp|P00560|PGK_YEAST,101,416,0.24278846153846154
sp|P18496|ATP10_YEAST,1,279,0.0035842293906810036
sp|P15938|PRP16_YEAST,1,1071,0.0009337068160597573
sp|O60200|MDM35_YEAST,1,86,0.011627906976744186
sp|P12683|HMDH1_YEAST,2,1054,0.0018975332068311196
sp|P11484|HSP75_YEAST,6,613,0.009787928221859706
sp|P19211|IF5A2_YEAST,3,157,0.01910828025477707
sp|P18411|FUN14_YEAST,1,198,0.005050505050505051
sp|P19658|EXO70_YEAST,4,623,0.006420545746388443
sp|P14741|EI2BA_YEAST,5,305,0.01639344262295082
sp|P19454|CSK22_YEAST,3,339,0.008849557522123894
sp|P15992|HSP26_YEAST,6,214,0.028037383177570093
sp|P17157|PHO85_YEAST,3,305,0.009836065573770493
sp|P19358|METK2_YEAST,7,384,0.018229166666666668
sp|P15367|SEC11_YEAST,2,167,0.011976047904191617
sp|P11632|NHP6A_YEAST,5,93,0.053763440860215055
sp|P15303|SEC23_YEAST,26,768,0.033854166666666664
sp|P15424|MS116_YEAST,8,664,0.012048192771084338
sp|P11433|CDC24_YEAST,2,854,0.00234192037470726
sp|P18899|DDR48_YEAST,9,430,0.020930232558139535
sp|P10862|RAD18_YEAST,1,487,0.002053388090349076
sp|P18759|SEC18_YEAST,14,758,0.018469656992084433
sp|P11633|NHP6B_YEAST,2,99,0.020202020202020204
sp|P17442|PHO81_YEAST,11,1178,0.00933786078098472
sp|P14693|SAM35_YEAST,1,329,0.00303951367781155
sp|P13517|CAPZB_YEAST,6,287,0.020905923344947737
sp|P14747|PP2B2_YEAST,5,604,0.008278145695364239
sp|P19073|CDC42_YEAST,5,191,0.02617801047120419
sp|P10659|METK1_YEAST,13,382,0.034031413612565446
sp|P16862|PFKA2_YEAST,49,959,0.051094890510948905
sp|P14906|SEC63_YEAST,13,663,0.0196078431372549
sp|P17695|GLRX2_YEAST,4,143,0.027972027972027972
sp|P02309|H4_YEAST,9,103,0.08737864077669903
sp|P10591|HSP71_YEAST,26,642,0.040498442367601244
sp|P12754|EI2BD_YEAST,13,651,0.019969278033794162
sp|P13574|STE12_YEAST,3,688,0.00436046511627907
sp|P12962|CAF20_YEAST,4,161,0.024844720496894408
sp|P10592|HSP72_YEAST,30,639,0.046948356807511735
sp|P19882|HSP60_YEAST,48,572,0.08391608391608392
sp|P16474|GRP78_YEAST,37,682,0.054252199413489736
sp|P19659|MED15_YEAST,4,1081,0.0037002775208140612
sp|P19263|MED14_YEAST,2,1082,0.0018484288354898336
sp|P15108|HSC82_YEAST,15,705,0.02127659574468085
sp|P10080|SSBP1_YEAST,10,294,0.034013605442176874
sp|P17649|GABAT_YEAST,11,471,0.02335456475583864
sp|P16861|PFKA1_YEAST,56,987,0.05673758865248227
sp|P12684|HMDH2_YEAST,4,1045,0.003827751196172249
sp|P14736|RAD4_YEAST,1,754,0.001326259946949602
sp|P18961|YPK2_YEAST,1,677,0.0014771048744460858
sp|P10127|ADH4_YEAST,1,382,0.002617801047120419
sp|P14681|KSS1_YEAST,1,368,0.002717391304347826
sp|P14772|BPT1_YEAST,1,1559,0.0006414368184733803
sp|P14065|GCY1_YEAST,2,312,0.00641025641025641
sp|P15442|GCN2_YEAST,1,1659,0.0006027727546714888
sp|P18544|ARGD_YEAST,1,423,0.002364066193853428
sp|P19146|ARF2_YEAST,1,181,0.0055248618784530384
sp|P14306|CPYI_YEAST,1,219,0.0045662100456621
sp|P13856|RSR1_YEAST,1,272,0.003676470588235294
sp|P10614|CP51_YEAST,8,530,0.01509433962264151
sp|P11927|KAR1_YEAST,1,433,0.0023094688221709007
sp|P17629|HPR1_YEAST,1,752,0.0013297872340425532
sp|P13259|PCY1_YEAST,1,424,0.0023584905660377358
sp|P18238|ADT3_YEAST,1,307,0.003257328990228013
sp|P11076|ARF1_YEAST,2,181,0.011049723756906077
sp|P13433|RPOM_YEAST,2,1351,0.0014803849000740192
sp|P19956|RM44_YEAST,1,98,0.01020408163265306
sp|P10622|RLA3_YEAST,4,106,0.03773584905660377
sp|P14843|AROF_YEAST,3,370,0.008108108108108109
sp|P11154|PYC1_YEAST,3,1178,0.0025466893039049238
sp|P12687|RM02_YEAST,1,371,0.0026954177897574125
sp|P10363|PRI1_YEAST,3,409,0.007334963325183374
sp|P19880|YAP1_YEAST,2,650,0.003076923076923077
sp|P17883|SKI3_YEAST,10,1432,0.006983240223463687
sp|P10356|YEY2_YEAST,1,443,0.002257336343115124
sp|P15873|PCNA_YEAST,9,258,0.03488372093023256
sp|P12866|STE6_YEAST,1,1290,0.0007751937984496124
sp|P19158|IRA2_YEAST,1,3079,0.0003247807729782397
sp|P13382|DPOA_YEAST,4,1468,0.0027247956403269754
sp|P17064|FCY2_YEAST,3,533,0.005628517823639775
sp|P10664|RL4A_YEAST,3,362,0.008287292817679558
sp|P12630|BAR1_YEAST,4,587,0.0068143100511073255
sp|P11792|SCH9_YEAST,4,824,0.0048543689320388345
sp|P12904|AAKG_YEAST,4,322,0.012422360248447204
sp|P19262|ODO2_YEAST,8,463,0.017278617710583154
sp|P14063|RM31_YEAST,1,131,0.007633587786259542
sp|P18962|DAP2_YEAST,2,818,0.0024449877750611247
sp|P15731|UBC4_YEAST,1,148,0.006756756756756757
sp|P18480|SNF5_YEAST,1,905,0.0011049723756906078
sp|P19735|PRP6_YEAST,1,899,0.0011123470522803114
sp|P13586|ATC1_YEAST,9,950,0.009473684210526316
sp|P19955|RT31_YEAST,2,123,0.016260162601626018
sp|P15565|TRM1_YEAST,7,570,0.012280701754385965
sp|P18239|ADT2_YEAST,10,318,0.031446540880503145
sp|P12385|ERF1_YEAST,16,437,0.036613272311212815
sp|P10507|MPPB_YEAST,5,462,0.010822510822510822
sp|P17890|RPC7_YEAST,2,251,0.00796812749003984
sp|P15436|DPOD_YEAST,2,1097,0.0018231540565177757
sp|P15202|CATA_YEAST,1,515,0.001941747572815534
sp|P15703|BGL2_YEAST,8,313,0.025559105431309903
sp|P17505|MDHM_YEAST,17,334,0.05089820359281437
sp|P14682|UBC3_YEAST,6,295,0.020338983050847456
sp|P10662|RT01_YEAST,5,321,0.01557632398753894
sp|P13185|KIN1_YEAST,1,1064,0.0009398496240601503
sp|P11972|SST2_YEAST,6,698,0.008595988538681949
sp|P15019|TAL1_YEAST,22,335,0.06567164179104477
sp|P16467|PDC5_YEAST,5,563,0.008880994671403197
sp|P19812|UBR1_YEAST,6,1950,0.003076923076923077
sp|P17423|KHSE_YEAST,8,357,0.022408963585434174
sp|P14922|CYC8_YEAST,12,966,0.012422360248447204
sp|P14907|NSP1_YEAST,19,823,0.023086269744835967
sp|P11978|SIR4_YEAST,2,1358,0.0014727540500736377
sp|P15496|IDI1_YEAST,9,288,0.03125
sp|P12383|PDR1_YEAST,1,1068,0.0009363295880149813
sp|P17106|CBF1_YEAST,5,351,0.014245014245014245
sp|P14832|CYPH_YEAST,20,162,0.12345679012345678
sp|P12868|PEP5_YEAST,3,1029,0.0029154518950437317
sp|P12611|WHI2_YEAST,3,486,0.006172839506172839
sp|P15274|AMPD_YEAST,10,810,0.012345679012345678
sp|P11745|RNA1_YEAST,23,407,0.056511056511056514
sp|P18900|COQ1_YEAST,7,473,0.014799154334038054
sp|P14164|ABF1_YEAST,4,731,0.005471956224350205
sp|P12688|YPK1_YEAST,6,680,0.008823529411764706
sp|P10823|GPA2_YEAST,2,449,0.004454342984409799
sp|P14020|DPM1_YEAST,14,267,0.052434456928838954
sp|P16550|APA1_YEAST,14,321,0.04361370716510903
sp|P16603|NCPR_YEAST,20,691,0.02894356005788712
sp|P16387|ODPA_YEAST,17,420,0.04047619047619048
sp|P15646|FBRL_YEAST,16,327,0.04892966360856269
sp|P16622|HEMH_YEAST,10,393,0.02544529262086514
sp|P11914|MPPA_YEAST,5,482,0.01037344398340249
sp|P11412|G6PD_YEAST,12,505,0.023762376237623763
sp|P16451|ODPX_YEAST,8,410,0.01951219512195122
sp|P12612|TCPA_YEAST,18,559,0.03220035778175313
sp|P16547|OM45_YEAST,1,393,0.002544529262086514
sp|P10081|IF4A_YEAST,37,395,0.09367088607594937
sp|P11938|RAP1_YEAST,10,827,0.012091898428053204
sp|P10964|RPA1_YEAST,46,1664,0.027644230769230768
sp|P12945|NAT1_YEAST,23,854,0.026932084309133488
sp|P16370|RPB3_YEAST,7,318,0.0220125786163522
sp|P19881|PNPP_YEAST,9,312,0.028846153846153848
sp|P13298|PYRE_YEAST,10,226,0.04424778761061947
sp|P15454|KGUA_YEAST,8,187,0.0427807486631016
sp|P16120|THRC_YEAST,29,514,0.05642023346303502
sp|P19414|ACON_YEAST,27,778,0.03470437017994859
sp|P17709|HXKG_YEAST,22,500,0.044
sp|P16140|VATB_YEAST,41,517,0.07930367504835589
sp|P19524|MYO2_YEAST,16,1574,0.010165184243964422
sp|P18963|IRA1_YEAST,2,3092,0.000646830530401035
sp|P14742|GFA1_YEAST,22,717,0.030683403068340307
sp|P17891|CLC1_YEAST,11,233,0.04721030042918455
sp|P15180|SYKC_YEAST,33,591,0.05583756345177665
sp|P14904|AMPL_YEAST,17,514,0.033073929961089495
sp|P11353|HEM6_YEAST,7,328,0.021341463414634148
sp|P17898|CPT1_YEAST,1,393,0.002544529262086514
sp|P11075|SEC7_YEAST,26,2009,0.012941762070681932
sp|P17076|RL8A_YEAST,7,256,0.02734375
sp|P16521|EF3A_YEAST,76,1044,0.07279693486590039
sp|P15891|ABP1_YEAST,32,592,0.05405405405405406
sp|P15625|SYFA_YEAST,20,503,0.039761431411530816
sp|P12709|G6PI_YEAST,51,554,0.09205776173285199
sp|P16649|TUP1_YEAST,21,713,0.029453015427769985
sp|P13186|KIN2_YEAST,4,1147,0.0034873583260680036
sp|P13663|DHAS_YEAST,20,365,0.0547945205479452
sp|P19097|FAS2_YEAST,126,1887,0.06677265500794913
sp|P17536|TPM1_YEAST,24,199,0.12060301507537688
sp|P17255|VATA_YEAST,72,1071,0.06722689075630252
sp|P15624|SYFB_YEAST,27,595,0.0453781512605042
sp|P14120|RL30_YEAST,12,105,0.11428571428571428
sp|P12695|ODP2_YEAST,22,482,0.04564315352697095
sp|P15705|STI1_YEAST,36,589,0.06112054329371817
sp|P18851|GBB_YEAST,3,423,0.0070921985815602835
sp|P12887|UNG_YEAST,3,359,0.008356545961002786
sp|P18852|GBG_YEAST,2,110,0.01818181818181818
sp|P13393|TBP_YEAST,3,240,0.0125
sp|P10961|HSF_YEAST,3,833,0.003601440576230492
sp|P14743|NMT_YEAST,7,455,0.015384615384615385
sp|P13188|SYQ_YEAST,36,809,0.04449938195302843
sp|P15700|KCY_YEAST,9,204,0.04411764705882353
sp|P11491|PPB_YEAST,7,566,0.012367491166077738
sp|P18562|UPP_YEAST,14,216,0.06481481481481481
sp|P17967|PDI_YEAST,31,522,0.05938697318007663
sp|P17555|CAP_YEAST,14,526,0.026615969581749048
sp|P14126|RL3_YEAST,40,387,0.10335917312661498
sp|P14540|ALF_YEAST,61,359,0.16991643454038996
sp|P23394|PRP28_YEAST,1,588,0.0017006802721088435
sp|P22543|VPS34_YEAST,1,875,0.001142857142857143
sp|P25554|SGF29_YEAST,1,259,0.003861003861003861
sp|P28239|IPYR2_YEAST,1,310,0.0032258064516129032
sp|P22135|ATP12_YEAST,1,325,0.003076923076923077
sp|P25604|STP22_YEAST,1,385,0.0025974025974025974
sp|P22214|SEC22_YEAST,3,214,0.014018691588785047
sp|P22139|RPAB5_YEAST,2,70,0.02857142857142857
sp|P20795|VPS33_YEAST,2,691,0.002894356005788712
sp|P20436|RPAB3_YEAST,2,146,0.0136986301369863
sp|P28519|RAD14_YEAST,1,371,0.0026954177897574125
sp|P20484|MAK11_YEAST,3,468,0.00641025641025641
sp|P20434|RPAB1_YEAST,2,215,0.009302325581395349
sp|P25627|BUD23_YEAST,2,275,0.007272727272727273
sp|P20435|RPAB2_YEAST,2,155,0.012903225806451613
sp|P27514|PHO91_YEAST,1,894,0.0011185682326621924
sp|P23301|IF5A1_YEAST,16,157,0.10191082802547771
sp|P28495|CAPZA_YEAST,8,268,0.029850746268656716
sp|P25373|GLRX1_YEAST,7,110,0.06363636363636363
sp|P29509|TRXB1_YEAST,9,319,0.02821316614420063
sp|P23248|RS3A2_YEAST,4,255,0.01568627450980392
sp|P25355|CTR86_YEAST,2,563,0.003552397868561279
sp|P10869|AK_YEAST,7,527,0.013282732447817837
sp|P23180|AIM17_YEAST,5,465,0.010752688172043012
sp|P23644|TOM40_YEAST,7,387,0.01808785529715762
sp|P23287|PP2B1_YEAST,3,553,0.0054249547920434
sp|P25454|RAD51_YEAST,4,400,0.01
sp|P29478|SEC65_YEAST,2,273,0.007326007326007326
sp|P22224|SEC15_YEAST,3,910,0.0032967032967032967
sp|P25298|RNA14_YEAST,6,677,0.008862629246676515
sp|P25618|CWH43_YEAST,4,953,0.004197271773347324
sp|P21306|ATP5E_YEAST,1,62,0.016129032258064516
sp|P28000|RPAC2_YEAST,4,142,0.028169014084507043
sp|P24280|SEC14_YEAST,17,304,0.05592105263157895
sp|P25299|RNA15_YEAST,3,296,0.010135135135135136
sp|P26784|RL16A_YEAST,12,199,0.06030150753768844
sp|P28817|HIBCH_YEAST,1,500,0.002
sp|P29295|HRR25_YEAST,4,494,0.008097165991902834
sp|P25337|BUD31_YEAST,1,157,0.006369426751592357
sp|P25342|CDC10_YEAST,9,322,0.027950310559006212
sp|P20424|SRP54_YEAST,11,541,0.02033271719038817
sp|P25343|RV161_YEAST,9,265,0.033962264150943396
sp|P21825|SEC62_YEAST,2,274,0.0072992700729927005
sp|P25297|PHO84_YEAST,14,587,0.02385008517887564
sp|P25694|CDC48_YEAST,54,835,0.06467065868263473
sp|P29547|EF1G1_YEAST,19,415,0.04578313253012048
sp|P26785|RL16B_YEAST,9,198,0.045454545454545456
sp|P22202|HSP74_YEAST,9,642,0.014018691588785047
sp|P22943|HSP12_YEAST,3,109,0.027522935779816515
sp|P28737|MSP1_YEAST,1,362,0.0027624309392265192
sp|P25588|MRC1_YEAST,1,1096,0.0009124087591240876
sp|P20457|PRI2_YEAST,1,528,0.001893939393939394
sp|P26570|PPZ1_YEAST,1,692,0.001445086705202312
sp|P25340|ERG4_YEAST,2,473,0.004228329809725159
sp|P23503|NAR1_YEAST,1,491,0.002036659877800407
sp|P22353|RM08_YEAST,1,238,0.004201680672268907
sp|P23255|TAF2_YEAST,1,1407,0.0007107320540156361
sp|P25808|SPB4_YEAST,1,606,0.0016501650165016502
sp|P24031|PPA3_YEAST,2,467,0.004282655246252677
sp|P27680|COQ3_YEAST,1,312,0.003205128205128205
sp|P25639|YCV1_YEAST,1,631,0.001584786053882726
sp|P25659|YCW6_YEAST,1,250,0.004
sp|P23833|SCO1_YEAST,1,295,0.003389830508474576
sp|P24482|DPB2_YEAST,1,689,0.001451378809869376
sp|P22007|FNTB_YEAST,1,431,0.002320185614849188
sp|P21375|OSM1_YEAST,4,501,0.007984031936127744
sp|P22213|SLY1_YEAST,7,666,0.010510510510510511
sp|P27882|ERV1_YEAST,1,189,0.005291005291005291
sp|P25626|IMG1_YEAST,2,169,0.011834319526627219
sp|P29496|MCM5_YEAST,2,775,0.0025806451612903226
sp|P25635|PWP2_YEAST,4,923,0.004333694474539545
sp|P22108|APA2_YEAST,1,325,0.003076923076923077
sp|P28795|PEX3_YEAST,1,441,0.0022675736961451248
sp|P20433|RPB4_YEAST,2,221,0.00904977375565611
sp|P25562|YCC2_YEAST,1,171,0.005847953216374269
sp|P28625|YIM1_YEAST,4,365,0.010958904109589041
sp|P26755|RFA3_YEAST,3,122,0.02459016393442623
sp|P22936|APN1_YEAST,1,367,0.0027247956403269754
sp|P25638|TAH1_YEAST,1,111,0.009009009009009009
sp|P22133|MDHC_YEAST,2,377,0.005305039787798408
sp|P21242|PSA7_YEAST,6,288,0.020833333333333332
sp|P21182|DCAM_YEAST,2,396,0.005050505050505051
